#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   2801      -3.3651810e+00      -3.3632847e+00       8.4041914e-05
   2802      -3.3649186e+00      -3.3632853e+00       8.4013944e-05
   2803      -3.3648065e+00      -3.3632858e+00       8.3985724e-05
   2804      -3.3651471e+00      -3.3632865e+00       8.3958395e-05
   2805      -3.3650350e+00      -3.3632871e+00       8.3930777e-05
   2806      -3.3652258e+00      -3.3632878e+00       8.3903709e-05
   2807      -3.3649628e+00      -3.3632884e+00       8.3875941e-05
   2808      -3.3648507e+00      -3.3632889e+00       8.3847915e-05
   2809      -3.3645881e+00      -3.3632894e+00       8.3819341e-05
   2810      -3.3644784e+00      -3.3632898e+00       8.3790580e-05
   2811      -3.3640671e+00      -3.3632901e+00       8.3761228e-05
   2812      -3.3639589e+00      -3.3632903e+00       8.3731779e-05
   2813      -3.3638524e+00      -3.3632905e+00       8.3702251e-05
   2814      -3.3635967e+00      -3.3632907e+00       8.3672577e-05
   2815      -3.3633425e+00      -3.3632907e+00       8.3642855e-05
   2816      -3.3633925e+00      -3.3632907e+00       8.3613160e-05
   2817      -3.3632936e+00      -3.3632907e+00       8.3583479e-05
   2818      -3.3630464e+00      -3.3632906e+00       8.3553863e-05
   2819      -3.3629529e+00      -3.3632905e+00       8.3524310e-05
   2820      -3.3628617e+00      -3.3632904e+00       8.3494829e-05
   2821      -3.3629245e+00      -3.3632902e+00       8.3465333e-05
   2822      -3.3626879e+00      -3.3632900e+00       8.3436029e-05
   2823      -3.3629081e+00      -3.3632899e+00       8.3406583e-05
   2824      -3.3628293e+00      -3.3632897e+00       8.3377207e-05
   2825      -3.3626024e+00      -3.3632895e+00       8.3348048e-05
   2826      -3.3622289e+00      -3.3632891e+00       8.3319400e-05
   2827      -3.3621613e+00      -3.3632887e+00       8.3290882e-05
   2828      -3.3617950e+00      -3.3632882e+00       8.3263104e-05
   2829      -3.3617342e+00      -3.3632876e+00       8.3235484e-05
   2830      -3.3616768e+00      -3.3632870e+00       8.3208019e-05
   2831      -3.3614729e+00      -3.3632864e+00       8.3181095e-05
   2832      -3.3612735e+00      -3.3632857e+00       8.3154759e-05
   2833      -3.3610780e+00      -3.3632849e+00       8.3129059e-05
   2834      -3.3610370e+00      -3.3632841e+00       8.3103510e-05
   2835      -3.3606978e+00      -3.3632832e+00       8.3079204e-05
   2836      -3.3606652e+00      -3.3632823e+00       8.3055038e-05
   2837      -3.3603344e+00      -3.3632812e+00       8.3032262e-05
   2838      -3.3604618e+00      -3.3632803e+00       8.3008948e-05
   2839      -3.3605930e+00      -3.3632793e+00       8.2985106e-05
   2840      -3.3599725e+00      -3.3632781e+00       8.2964054e-05
   2841      -3.3598099e+00      -3.3632769e+00       8.2943832e-05
   2842      -3.3598019e+00      -3.3632757e+00       8.2923660e-05
   2843      -3.3600999e+00      -3.3632746e+00       8.2902016e-05
   2844      -3.3601007e+00      -3.3632735e+00       8.2880377e-05
   2845      -3.3604073e+00      -3.3632725e+00       8.2857368e-05
   2846      -3.3599619e+00      -3.3632713e+00       8.2836419e-05
   2847      -3.3599734e+00      -3.3632701e+00       8.2815422e-05
   2848      -3.3598374e+00      -3.3632689e+00       8.2795114e-05
   2849      -3.3597053e+00      -3.3632677e+00       8.2775501e-05
   2850      -3.3600305e+00      -3.3632665e+00       8.2754250e-05
   2851      -3.3597549e+00      -3.3632653e+00       8.2734390e-05
   2852      -3.3599354e+00      -3.3632641e+00       8.2713619e-05
   2853      -3.3598172e+00      -3.3632629e+00       8.2693450e-05
   2854      -3.3598528e+00      -3.3632617e+00       8.2673108e-05
   2855      -3.3598915e+00      -3.3632606e+00       8.2652578e-05
   2856      -3.3599328e+00      -3.3632594e+00       8.2631851e-05
   2857      -3.3602790e+00      -3.3632584e+00       8.2609513e-05
   2858      -3.3603259e+00      -3.3632573e+00       8.2586980e-05
   2859      -3.3603754e+00      -3.3632563e+00       8.2564244e-05
   2860      -3.3604272e+00      -3.3632553e+00       8.2541301e-05
   2861      -3.3604810e+00      -3.3632544e+00       8.2518147e-05
   2862      -3.3606883e+00      -3.3632535e+00       8.2494185e-05
   2863      -3.3608976e+00      -3.3632526e+00       8.2469475e-05
   2864      -3.3609577e+00      -3.3632518e+00       8.2444573e-05
   2865      -3.3611710e+00      -3.3632511e+00       8.2418996e-05
   2866      -3.3609341e+00      -3.3632503e+00       8.2394203e-05
   2867      -3.3608501e+00      -3.3632495e+00       8.2369717e-05
   2868      -3.3607667e+00      -3.3632486e+00       8.2345546e-05
   2869      -3.3609860e+00      -3.3632478e+00       8.2320620e-05
   2870      -3.3612058e+00      -3.3632471e+00       8.2295012e-05
   2871      -3.3614270e+00      -3.3632465e+00       8.2268789e-05
   2872      -3.3619522e+00      -3.3632460e+00       8.2241379e-05
   2873      -3.3615716e+00      -3.3632454e+00       8.2214818e-05
   2874      -3.3616439e+00      -3.3632449e+00       8.2188100e-05
   2875      -3.3620187e+00      -3.3632445e+00       8.2160620e-05
   2876      -3.3620922e+00      -3.3632441e+00       8.2133029e-05
   2877      -3.3618636e+00      -3.3632436e+00       8.2105882e-05
   2878      -3.3619369e+00      -3.3632431e+00       8.2078609e-05
   2879      -3.3621613e+00      -3.3632427e+00       8.2050960e-05
   2880      -3.3622345e+00      -3.3632424e+00       8.2023217e-05
   2881      -3.3620056e+00      -3.3632420e+00       8.1995869e-05
   2882      -3.3622304e+00      -3.3632416e+00       8.1968170e-05
   2883      -3.3623032e+00      -3.3632413e+00       8.1940384e-05
   2884      -3.3623748e+00      -3.3632410e+00       8.1912523e-05
   2885      -3.3624468e+00      -3.3632407e+00       8.1884593e-05
   2886      -3.3623670e+00      -3.3632404e+00       8.1856780e-05
   2887      -3.3621348e+00      -3.3632400e+00       8.1829322e-05
   2888      -3.3622038e+00      -3.3632397e+00       8.1801774e-05
   2889      -3.3621204e+00      -3.3632393e+00       8.1774377e-05
   2890      -3.3623385e+00      -3.3632390e+00       8.1746675e-05
   2891      -3.3624044e+00      -3.3632387e+00       8.1718909e-05
   2892      -3.3624688e+00      -3.3632384e+00       8.1691086e-05
   2893      -3.3625319e+00      -3.3632382e+00       8.1663213e-05
   2894      -3.3627448e+00      -3.3632380e+00       8.1635173e-05
   2895      -3.3626540e+00      -3.3632378e+00       8.1607223e-05
   2896      -3.3628641e+00      -3.3632377e+00       8.1579146e-05
   2897      -3.3630729e+00      -3.3632376e+00       8.1551006e-05
   2898      -3.3632798e+00      -3.3632376e+00       8.1522867e-05
   2899      -3.3633340e+00      -3.3632377e+00       8.1494753e-05
   2900      -3.3638407e+00      -3.3632379e+00       8.1466916e-05
   2901      -3.3638928e+00      -3.3632381e+00       8.1439147e-05
   2902      -3.3639426e+00      -3.3632383e+00       8.1411446e-05
   2903      -3.3639902e+00      -3.3632386e+00       8.1383814e-05
   2904      -3.3641877e+00      -3.3632389e+00       8.1356445e-05
   2905      -3.3643834e+00      -3.3632393e+00       8.1329393e-05
   2906      -3.3647279e+00      -3.3632398e+00       8.1303020e-05
   2907      -3.3646171e+00      -3.3632403e+00       8.1276432e-05
   2908      -3.3649578e+00      -3.3632409e+00       8.1250629e-05
   2909      -3.3651450e+00      -3.3632415e+00       8.1225335e-05
   2910      -3.3647263e+00      -3.3632421e+00       8.1199025e-05
   2911      -3.3646079e+00      -3.3632425e+00       8.1172487e-05
   2912      -3.3646384e+00      -3.3632430e+00       8.1146027e-05
   2913      -3.3646672e+00      -3.3632435e+00       8.1119643e-05
   2914      -3.3640893e+00      -3.3632438e+00       8.1092324e-05
   2915      -3.3642645e+00      -3.3632441e+00       8.1065261e-05
   2916      -3.3644374e+00      -3.3632445e+00       8.1038494e-05
   2917      -3.3640050e+00      -3.3632448e+00       8.1011132e-05
   2918      -3.3640231e+00      -3.3632451e+00       8.0983809e-05
   2919      -3.3640385e+00      -3.3632453e+00       8.0956521e-05
   2920      -3.3639004e+00      -3.3632456e+00       8.0929107e-05
   2921      -3.3640619e+00      -3.3632458e+00       8.0901884e-05
   2922      -3.3642211e+00      -3.3632462e+00       8.0874885e-05
   2923      -3.3643780e+00      -3.3632466e+00       8.0848143e-05
   2924      -3.3649863e+00      -3.3632472e+00       8.0822683e-05
   2925      -3.3645349e+00      -3.3632476e+00       8.0796250e-05
   2926      -3.3640818e+00      -3.3632479e+00       8.0769140e-05
   2927      -3.3639279e+00      -3.3632481e+00       8.0741880e-05
   2928      -3.3639222e+00      -3.3632483e+00       8.0714632e-05
   2929      -3.3637635e+00      -3.3632485e+00       8.0687266e-05
   2930      -3.3634517e+00      -3.3632486e+00       8.0659758e-05
   2931      -3.3634398e+00      -3.3632487e+00       8.0632265e-05
   2932      -3.3634256e+00      -3.3632487e+00       8.0604787e-05
   2933      -3.3634092e+00      -3.3632488e+00       8.0577323e-05
   2934      -3.3633900e+00      -3.3632488e+00       8.0549874e-05
   2935      -3.3635195e+00      -3.3632489e+00       8.0522482e-05
   2936      -3.3636470e+00      -3.3632491e+00       8.0495171e-05
   2937      -3.3639238e+00      -3.3632493e+00       8.0468091e-05
   2938      -3.3637450e+00      -3.3632494e+00       8.0440879e-05
   2939      -3.3635642e+00      -3.3632496e+00       8.0413581e-05
   2940      -3.3633813e+00      -3.3632496e+00       8.0386241e-05
   2941      -3.3639523e+00      -3.3632498e+00       8.0359264e-05
   2942      -3.3639170e+00      -3.3632501e+00       8.0332269e-05
   2943      -3.3638797e+00      -3.3632503e+00       8.0305258e-05
   2944      -3.3639922e+00      -3.3632505e+00       8.0278376e-05
   2945      -3.3641030e+00      -3.3632508e+00       8.0251638e-05
   2946      -3.3636080e+00      -3.3632509e+00       8.0224489e-05
   2947      -3.3635652e+00      -3.3632511e+00       8.0197337e-05
   2948      -3.3638230e+00      -3.3632512e+00       8.0170368e-05
   2949      -3.3636272e+00      -3.3632514e+00       8.0143284e-05
   2950      -3.3635809e+00      -3.3632515e+00       8.0116195e-05
   2951      -3.3635325e+00      -3.3632516e+00       8.0089102e-05
   2952      -3.3633320e+00      -3.3632516e+00       8.0061976e-05
   2953      -3.3632816e+00      -3.3632516e+00       8.0034865e-05
   2954      -3.3629286e+00      -3.3632515e+00       8.0007846e-05
   2955      -3.3628771e+00      -3.3632514e+00       7.9980871e-05
   2956      -3.3626746e+00      -3.3632512e+00       7.9954052e-05
   2957      -3.3623206e+00      -3.3632509e+00       7.9927632e-05
   2958      -3.3621176e+00      -3.3632505e+00       7.9901530e-05
   2959      -3.3620648e+00      -3.3632501e+00       7.9875531e-05
   2960      -3.3617105e+00      -3.3632496e+00       7.9850240e-05
   2961      -3.3618095e+00      -3.3632491e+00       7.9824754e-05
   2962      -3.3611540e+00      -3.3632484e+00       7.9800938e-05
   2963      -3.3611029e+00      -3.3632476e+00       7.9777291e-05
   2964      -3.3607500e+00      -3.3632468e+00       7.9754825e-05
   2965      -3.3608512e+00      -3.3632460e+00       7.9732019e-05
   2966      -3.3606511e+00      -3.3632451e+00       7.9709937e-05
   2967      -3.3607541e+00      -3.3632443e+00       7.9687493e-05
   2968      -3.3605563e+00      -3.3632434e+00       7.9665790e-05
   2969      -3.3605111e+00      -3.3632425e+00       7.9644273e-05
   2970      -3.3600146e+00      -3.3632414e+00       7.9624871e-05
   2971      -3.3601237e+00      -3.3632403e+00       7.9604985e-05
   2972      -3.3600833e+00      -3.3632393e+00       7.9585287e-05
   2973      -3.3598934e+00      -3.3632381e+00       7.9566475e-05
   2974      -3.3598561e+00      -3.3632370e+00       7.9547847e-05
   2975      -3.3601232e+00      -3.3632359e+00       7.9527994e-05
   2976      -3.3602416e+00      -3.3632349e+00       7.9507635e-05
   2977      -3.3602113e+00      -3.3632339e+00       7.9487415e-05
   2978      -3.3601831e+00      -3.3632329e+00       7.9467325e-05
   2979      -3.3601571e+00      -3.3632319e+00       7.9447356e-05
   2980      -3.3604358e+00      -3.3632309e+00       7.9426237e-05
   2981      -3.3608683e+00      -3.3632301e+00       7.9403547e-05
   2982      -3.3611525e+00      -3.3632294e+00       7.9379976e-05
   2983      -3.3609857e+00      -3.3632287e+00       7.9356929e-05
   2984      -3.3609728e+00      -3.3632279e+00       7.9333935e-05
   2985      -3.3609626e+00      -3.3632272e+00       7.9310987e-05
   2986      -3.3611060e+00      -3.3632265e+00       7.9287608e-05
   2987      -3.3611009e+00      -3.3632258e+00       7.9264257e-05
   2988      -3.3612505e+00      -3.3632251e+00       7.9240486e-05
   2989      -3.3611002e+00      -3.3632244e+00       7.9217164e-05
   2990      -3.3612545e+00      -3.3632237e+00       7.9193410e-05
   2991      -3.3614117e+00      -3.3632231e+00       7.9169250e-05
   2992      -3.3612696e+00      -3.3632225e+00       7.9145482e-05
   2993      -3.3611307e+00      -3.3632218e+00       7.9122124e-05
   2994      -3.3614475e+00      -3.3632212e+00       7.9097916e-05
   2995      -3.3617658e+00      -3.3632207e+00       7.9072999e-05
   2996      -3.3620870e+00      -3.3632203e+00       7.9047512e-05
   2997      -3.3621085e+00      -3.3632199e+00       7.9022007e-05
   2998      -3.3621319e+00      -3.3632196e+00       7.8996482e-05
   2999      -3.3618552e+00      -3.3632191e+00       7.8971451e-05
   3000      -3.3620340e+00      -3.3632187e+00       7.8946115e-05
   3001      -3.3623662e+00      -3.3632184e+00       7.8920319e-05
   3002      -3.3623982e+00      -3.3632182e+00       7.8894503e-05
   3003      -3.3624318e+00      -3.3632179e+00       7.8868666e-05
   3004      -3.3624669e+00      -3.3632177e+00       7.8842807e-05
   3005      -3.3626543e+00      -3.3632175e+00       7.8816793e-05
   3006      -3.3625409e+00      -3.3632172e+00       7.8790895e-05
   3007      -3.3627309e+00      -3.3632171e+00       7.8764858e-05
   3008      -3.3624691e+00      -3.3632168e+00       7.8739065e-05
   3009      -3.3623595e+00      -3.3632165e+00       7.8713413e-05
   3010      -3.3625524e+00      -3.3632163e+00       7.8687572e-05
   3011      -3.3627453e+00      -3.3632162e+00       7.8661594e-05
   3012      -3.3627876e+00      -3.3632160e+00       7.8635606e-05
   3013      -3.3628314e+00      -3.3632159e+00       7.8609611e-05
   3014      -3.3627235e+00      -3.3632157e+00       7.8583700e-05
   3015      -3.3627658e+00      -3.3632156e+00       7.8557777e-05
   3016      -3.3629587e+00      -3.3632155e+00       7.8531776e-05
   3017      -3.3629999e+00      -3.3632154e+00       7.8505779e-05
   3018      -3.3627384e+00      -3.3632153e+00       7.8479926e-05
   3019      -3.3635345e+00      -3.3632154e+00       7.8454001e-05
   3020      -3.3632720e+00      -3.3632154e+00       7.8428026e-05
   3021      -3.3633097e+00      -3.3632154e+00       7.8402071e-05
   3022      -3.3631949e+00      -3.3632154e+00       7.8376127e-05
   3023      -3.3635323e+00      -3.3632155e+00       7.8350271e-05
   3024      -3.3637165e+00      -3.3632157e+00       7.8324536e-05
   3025      -3.3634455e+00      -3.3632158e+00       7.8298681e-05
   3026      -3.3631728e+00      -3.3632158e+00       7.8272807e-05
   3027      -3.3633513e+00      -3.3632158e+00       7.8246961e-05
   3028      -3.3630741e+00      -3.3632158e+00       7.8221134e-05
   3029      -3.3629452e+00      -3.3632157e+00       7.8195361e-05
   3030      -3.3632666e+00      -3.3632157e+00       7.8169556e-05
   3031      -3.3632833e+00      -3.3632157e+00       7.8143769e-05
   3032      -3.3631458e+00      -3.3632157e+00       7.8118000e-05
   3033      -3.3631566e+00      -3.3632157e+00       7.8092246e-05
   3034      -3.3633156e+00      -3.3632157e+00       7.8066514e-05
   3035      -3.3633204e+00      -3.3632157e+00       7.8040799e-05
   3036      -3.3636245e+00      -3.3632159e+00       7.8015210e-05
   3037      -3.3637745e+00      -3.3632160e+00       7.7989739e-05
   3038      -3.3637698e+00      -3.3632162e+00       7.7964281e-05
   3039      -3.3634600e+00      -3.3632163e+00       7.7938667e-05
