#BLOCK:          ACTUAL_TE:             TE_AVE:              ERROR:
   5678      -3.3644423e+00      -3.3626617e+00       4.7712316e-05
   5679      -3.3643800e+00      -3.3626620e+00       4.7704874e-05
   5680      -3.3641633e+00      -3.3626623e+00       4.7697207e-05
   5681      -3.3637922e+00      -3.3626625e+00       4.7689226e-05
   5682      -3.3635691e+00      -3.3626626e+00       4.7681100e-05
   5683      -3.3634934e+00      -3.3626628e+00       4.7672934e-05
   5684      -3.3634147e+00      -3.3626629e+00       4.7664730e-05
   5685      -3.3633333e+00      -3.3626630e+00       4.7656492e-05
   5686      -3.3632501e+00      -3.3626631e+00       4.7648222e-05
   5687      -3.3630133e+00      -3.3626632e+00       4.7639884e-05
   5688      -3.3629247e+00      -3.3626632e+00       4.7631531e-05
   5689      -3.3629852e+00      -3.3626633e+00       4.7623192e-05
   5690      -3.3630440e+00      -3.3626633e+00       4.7614869e-05
   5691      -3.3631007e+00      -3.3626634e+00       4.7606564e-05
   5692      -3.3630047e+00      -3.3626635e+00       4.7598238e-05
   5693      -3.3627560e+00      -3.3626635e+00       4.7589880e-05
   5694      -3.3623553e+00      -3.3626634e+00       4.7581553e-05
   5695      -3.3622564e+00      -3.3626634e+00       4.7573252e-05
   5696      -3.3621555e+00      -3.3626633e+00       4.7564983e-05
   5697      -3.3619021e+00      -3.3626632e+00       4.7556822e-05
   5698      -3.3618004e+00      -3.3626630e+00       4.7548717e-05
   5699      -3.3621514e+00      -3.3626629e+00       4.7540458e-05
   5700      -3.3618968e+00      -3.3626628e+00       4.7532308e-05
   5701      -3.3620952e+00      -3.3626627e+00       4.7524074e-05
   5702      -3.3615379e+00      -3.3626625e+00       4.7516149e-05
   5703      -3.3614337e+00      -3.3626623e+00       4.7508306e-05
   5704      -3.3614802e+00      -3.3626621e+00       4.7500429e-05
   5705      -3.3610736e+00      -3.3626618e+00       4.7492919e-05
   5706      -3.3609694e+00      -3.3626615e+00       4.7485522e-05
   5707      -3.3607148e+00      -3.3626611e+00       4.7478426e-05
   5708      -3.3606124e+00      -3.3626608e+00       4.7471465e-05
   5709      -3.3605107e+00      -3.3626604e+00       4.7464644e-05
   5710      -3.3602591e+00      -3.3626600e+00       4.7458194e-05
   5711      -3.3604620e+00      -3.3626596e+00       4.7451445e-05
   5712      -3.3608166e+00      -3.3626593e+00       4.7444234e-05
   5713      -3.3605679e+00      -3.3626589e+00       4.7437342e-05
   5714      -3.3601697e+00      -3.3626585e+00       4.7431040e-05
   5715      -3.3599242e+00      -3.3626580e+00       4.7425154e-05
   5716      -3.3596796e+00      -3.3626575e+00       4.7419719e-05
   5717      -3.3595874e+00      -3.3626569e+00       4.7414465e-05
   5718      -3.3597993e+00      -3.3626564e+00       4.7408807e-05
   5719      -3.3597115e+00      -3.3626559e+00       4.7403314e-05
   5720      -3.3596250e+00      -3.3626554e+00       4.7397988e-05
   5721      -3.3595405e+00      -3.3626548e+00       4.7392830e-05
   5722      -3.3596092e+00      -3.3626543e+00       4.7387537e-05
   5723      -3.3595287e+00      -3.3626538e+00       4.7382404e-05
   5724      -3.3594514e+00      -3.3626532e+00       4.7377428e-05
   5725      -3.3593766e+00      -3.3626526e+00       4.7372610e-05
   5726      -3.3594547e+00      -3.3626521e+00       4.7367629e-05
   5727      -3.3593849e+00      -3.3626515e+00       4.7362793e-05
   5728      -3.3596198e+00      -3.3626510e+00       4.7357482e-05
   5729      -3.3594043e+00      -3.3626504e+00       4.7352606e-05
   5730      -3.3591912e+00      -3.3626498e+00       4.7348190e-05
   5731      -3.3594340e+00      -3.3626492e+00       4.7343253e-05
   5732      -3.3596809e+00      -3.3626487e+00       4.7337826e-05
   5733      -3.3594773e+00      -3.3626482e+00       4.7332801e-05
   5734      -3.3594281e+00      -3.3626476e+00       4.7327877e-05
   5735      -3.3595333e+00      -3.3626471e+00       4.7322740e-05
   5736      -3.3593389e+00      -3.3626465e+00       4.7318004e-05
   5737      -3.3592979e+00      -3.3626459e+00       4.7313356e-05
   5738      -3.3592601e+00      -3.3626453e+00       4.7308790e-05
   5739      -3.3590749e+00      -3.3626447e+00       4.7304637e-05
   5740      -3.3588927e+00      -3.3626440e+00       4.7300912e-05
   5741      -3.3591677e+00      -3.3626434e+00       4.7296549e-05
   5742      -3.3591434e+00      -3.3626428e+00       4.7292240e-05
   5743      -3.3594245e+00      -3.3626423e+00       4.7287325e-05
   5744      -3.3591050e+00      -3.3626417e+00       4.7283102e-05
   5745      -3.3592416e+00      -3.3626411e+00       4.7278576e-05
   5746      -3.3592301e+00      -3.3626405e+00       4.7274074e-05
   5747      -3.3590709e+00      -3.3626398e+00       4.7269928e-05
   5748      -3.3589156e+00      -3.3626392e+00       4.7266145e-05
   5749      -3.3587638e+00      -3.3626385e+00       4.7262730e-05
   5750      -3.3589162e+00      -3.3626379e+00       4.7258944e-05
   5751      -3.3589201e+00      -3.3626372e+00       4.7255148e-05
   5752      -3.3587759e+00      -3.3626366e+00       4.7251700e-05
   5753      -3.3587857e+00      -3.3626359e+00       4.7248228e-05
   5754      -3.3587980e+00      -3.3626352e+00       4.7244724e-05
   5755      -3.3585114e+00      -3.3626345e+00       4.7241948e-05
   5756      -3.3585295e+00      -3.3626338e+00       4.7239124e-05
   5757      -3.3583991e+00      -3.3626331e+00       4.7236645e-05
   5758      -3.3585731e+00      -3.3626324e+00       4.7233703e-05
   5759      -3.3585981e+00      -3.3626317e+00       4.7230696e-05
   5760      -3.3584743e+00      -3.3626309e+00       4.7228010e-05
   5761      -3.3583527e+00      -3.3626302e+00       4.7225651e-05
   5762      -3.3583843e+00      -3.3626295e+00       4.7223203e-05
   5763      -3.3582669e+00      -3.3626287e+00       4.7221076e-05
   5764      -3.3586051e+00      -3.3626280e+00       4.7218043e-05
   5765      -3.3586427e+00      -3.3626273e+00       4.7214912e-05
   5766      -3.3586815e+00      -3.3626266e+00       4.7211683e-05
   5767      -3.3585707e+00      -3.3626259e+00       4.7208735e-05
   5768      -3.3589148e+00      -3.3626253e+00       4.7204934e-05
   5769      -3.3589576e+00      -3.3626246e+00       4.7201033e-05
   5770      -3.3591523e+00      -3.3626240e+00       4.7196688e-05
   5771      -3.3593480e+00      -3.3626235e+00       4.7191924e-05
   5772      -3.3593933e+00      -3.3626229e+00       4.7187066e-05
   5773      -3.3592890e+00      -3.3626223e+00       4.7182426e-05
   5774      -3.3588831e+00      -3.3626217e+00       4.7178699e-05
   5775      -3.3590820e+00      -3.3626211e+00       4.7174510e-05
   5776      -3.3591297e+00      -3.3626205e+00       4.7170216e-05
   5777      -3.3590261e+00      -3.3626198e+00       4.7166154e-05
   5778      -3.3590738e+00      -3.3626192e+00       4.7161983e-05
   5779      -3.3591213e+00      -3.3626186e+00       4.7157706e-05
   5780      -3.3590184e+00      -3.3626180e+00       4.7153661e-05
   5781      -3.3589153e+00      -3.3626174e+00       4.7149854e-05
   5782      -3.3591134e+00      -3.3626168e+00       4.7145594e-05
   5783      -3.3593109e+00      -3.3626162e+00       4.7140907e-05
   5784      -3.3589040e+00      -3.3626155e+00       4.7137125e-05
   5785      -3.3591007e+00      -3.3626149e+00       4.7132893e-05
   5786      -3.3592959e+00      -3.3626144e+00       4.7128237e-05
   5787      -3.3594904e+00      -3.3626138e+00       4.7123185e-05
   5788      -3.3599862e+00      -3.3626134e+00       4.7117230e-05
   5789      -3.3597254e+00      -3.3626129e+00       4.7111732e-05
   5790      -3.3596140e+00      -3.3626124e+00       4.7106442e-05
   5791      -3.3598035e+00      -3.3626119e+00       4.7100805e-05
   5792      -3.3598405e+00      -3.3626114e+00       4.7095103e-05
   5793      -3.3598759e+00      -3.3626109e+00       4.7089341e-05
   5794      -3.3599099e+00      -3.3626105e+00       4.7083521e-05
   5795      -3.3599421e+00      -3.3626100e+00       4.7077648e-05
   5796      -3.3604267e+00      -3.3626096e+00       4.7071032e-05
   5797      -3.3606072e+00      -3.3626093e+00       4.7064180e-05
   5798      -3.3604835e+00      -3.3626089e+00       4.7057490e-05
   5799      -3.3602070e+00      -3.3626085e+00       4.7051198e-05
   5800      -3.3602307e+00      -3.3626081e+00       4.7044872e-05
   5801      -3.3604035e+00      -3.3626077e+00       4.7038297e-05
   5802      -3.3604238e+00      -3.3626073e+00       4.7031696e-05
   5803      -3.3610475e+00      -3.3626071e+00       4.7024359e-05
   5804      -3.3613669e+00      -3.3626068e+00       4.7016743e-05
   5805      -3.3610794e+00      -3.3626066e+00       4.7009379e-05
   5806      -3.3615459e+00      -3.3626064e+00       4.7001638e-05
   5807      -3.3615569e+00      -3.3626062e+00       4.6993891e-05
   5808      -3.3615657e+00      -3.3626060e+00       4.6986142e-05
   5809      -3.3614218e+00      -3.3626058e+00       4.6978495e-05
   5810      -3.3614273e+00      -3.3626056e+00       4.6970847e-05
   5811      -3.3612799e+00      -3.3626054e+00       4.6963318e-05
   5812      -3.3614336e+00      -3.3626052e+00       4.6955671e-05
   5813      -3.3612836e+00      -3.3626050e+00       4.6948143e-05
   5814      -3.3615852e+00      -3.3626048e+00       4.6940396e-05
   5815      -3.3617343e+00      -3.3626046e+00       4.6932562e-05
   5816      -3.3614290e+00      -3.3626044e+00       4.6924928e-05
   5817      -3.3614246e+00      -3.3626042e+00       4.6917300e-05
   5818      -3.3618729e+00      -3.3626041e+00       4.6909404e-05
   5819      -3.3620179e+00      -3.3626040e+00       4.6901451e-05
   5820      -3.3618595e+00      -3.3626039e+00       4.6893566e-05
   5821      -3.3620029e+00      -3.3626038e+00       4.6885624e-05
   5822      -3.3615412e+00      -3.3626036e+00       4.6877926e-05
   5823      -3.3618346e+00      -3.3626035e+00       4.6870062e-05
   5824      -3.3616743e+00      -3.3626033e+00       4.6862285e-05
   5825      -3.3618155e+00      -3.3626032e+00       4.6854436e-05
   5826      -3.3618055e+00      -3.3626030e+00       4.6846593e-05
   5827      -3.3616449e+00      -3.3626029e+00       4.6838842e-05
   5828      -3.3617860e+00      -3.3626027e+00       4.6831015e-05
   5829      -3.3613229e+00      -3.3626025e+00       4.6823496e-05
   5830      -3.3611624e+00      -3.3626023e+00       4.6816116e-05
   5831      -3.3611529e+00      -3.3626020e+00       4.6808747e-05
   5832      -3.3608420e+00      -3.3626017e+00       4.6801693e-05
   5833      -3.3606830e+00      -3.3626014e+00       4.6794826e-05
   5834      -3.3603742e+00      -3.3626010e+00       4.6788362e-05
   5835      -3.3603682e+00      -3.3626006e+00       4.6781908e-05
   5836      -3.3600615e+00      -3.3626002e+00       4.6775915e-05
   5837      -3.3599067e+00      -3.3625997e+00       4.6770178e-05
   5838      -3.3597527e+00      -3.3625992e+00       4.6764709e-05
   5839      -3.3596008e+00      -3.3625987e+00       4.6759519e-05
   5840      -3.3596014e+00      -3.3625982e+00       4.6754329e-05
   5841      -3.3597539e+00      -3.3625977e+00       4.6748860e-05
   5842      -3.3596062e+00      -3.3625972e+00       4.6743662e-05
   5843      -3.3593087e+00      -3.3625966e+00       4.6739050e-05
   5844      -3.3596167e+00      -3.3625961e+00       4.6733834e-05
   5845      -3.3594732e+00      -3.3625956e+00       4.6728893e-05
   5846      -3.3594820e+00      -3.3625951e+00       4.6723934e-05
   5847      -3.3593416e+00      -3.3625945e+00       4.6719256e-05
   5848      -3.3601109e+00      -3.3625941e+00       4.6713198e-05
   5849      -3.3602771e+00      -3.3625937e+00       4.6706891e-05
   5850      -3.3596895e+00      -3.3625932e+00       4.6701545e-05
   5851      -3.3595568e+00      -3.3625927e+00       4.6696446e-05
   5852      -3.3594250e+00      -3.3625921e+00       4.6691604e-05
   5853      -3.3595972e+00      -3.3625916e+00       4.6686430e-05
   5854      -3.3597714e+00      -3.3625911e+00       4.6680941e-05
   5855      -3.3599477e+00      -3.3625907e+00       4.6675151e-05
   5856      -3.3599740e+00      -3.3625902e+00       4.6669320e-05
   5857      -3.3598504e+00      -3.3625898e+00       4.6663696e-05
   5858      -3.3597286e+00      -3.3625893e+00       4.6658286e-05
   5859      -3.3597600e+00      -3.3625888e+00       4.6652822e-05
   5860      -3.3597930e+00      -3.3625883e+00       4.6647300e-05
   5861      -3.3596764e+00      -3.3625878e+00       4.6641987e-05
   5862      -3.3595608e+00      -3.3625873e+00       4.6636888e-05
   5863      -3.3597488e+00      -3.3625868e+00       4.6631447e-05
   5864      -3.3597871e+00      -3.3625864e+00       4.6625939e-05
   5865      -3.3596759e+00      -3.3625859e+00       4.6620630e-05
   5866      -3.3594152e+00      -3.3625853e+00       4.6615815e-05
   5867      -3.3593070e+00      -3.3625848e+00       4.6611219e-05
   5868      -3.3595027e+00      -3.3625842e+00       4.6606235e-05
   5869      -3.3598509e+00      -3.3625838e+00       4.6600620e-05
   5870      -3.3597468e+00      -3.3625833e+00       4.6595188e-05
   5871      -3.3596439e+00      -3.3625828e+00       4.6589941e-05
   5872      -3.3596931e+00      -3.3625823e+00       4.6584606e-05
   5873      -3.3598953e+00      -3.3625818e+00       4.6578920e-05
   5874      -3.3597959e+00      -3.3625814e+00       4.6573405e-05
   5875      -3.3599997e+00      -3.3625809e+00       4.6567551e-05
   5876      -3.3602043e+00      -3.3625805e+00       4.6561382e-05
   5877      -3.3601079e+00      -3.3625801e+00       4.6555360e-05
   5878      -3.3604659e+00      -3.3625797e+00       4.6548829e-05
   5879      -3.3605228e+00      -3.3625794e+00       4.6542227e-05
   5880      -3.3605812e+00      -3.3625790e+00       4.6535552e-05
   5881      -3.3606404e+00      -3.3625787e+00       4.6528807e-05
   5882      -3.3605491e+00      -3.3625784e+00       4.6522176e-05
   5883      -3.3607611e+00      -3.3625781e+00       4.6515293e-05
   5884      -3.3609739e+00      -3.3625778e+00       4.6508187e-05
   5885      -3.3610363e+00      -3.3625775e+00       4.6501022e-05
   5886      -3.3612502e+00      -3.3625773e+00       4.6493668e-05
   5887      -3.3613137e+00      -3.3625771e+00       4.6486266e-05
   5888      -3.3612265e+00      -3.3625769e+00       4.6478937e-05
   5889      -3.3612911e+00      -3.3625766e+00       4.6471557e-05
   5890      -3.3612054e+00      -3.3625764e+00       4.6464250e-05
   5891      -3.3614222e+00      -3.3625762e+00       4.6456776e-05
   5892      -3.3617904e+00      -3.3625761e+00       4.6449083e-05
   5893      -3.3620074e+00      -3.3625760e+00       4.6441301e-05
   5894      -3.3623753e+00      -3.3625759e+00       4.6433434e-05
   5895      -3.3624414e+00      -3.3625759e+00       4.6425563e-05
   5896      -3.3625072e+00      -3.3625759e+00       4.6417690e-05
   5897      -3.3625728e+00      -3.3625759e+00       4.6409819e-05
   5898      -3.3624867e+00      -3.3625759e+00       4.6401952e-05
   5899      -3.3623996e+00      -3.3625759e+00       4.6394096e-05
   5900      -3.3626145e+00      -3.3625759e+00       4.6386233e-05
   5901      -3.3626777e+00      -3.3625759e+00       4.6378376e-05
   5902      -3.3628906e+00      -3.3625759e+00       4.6370548e-05
   5903      -3.3629511e+00      -3.3625760e+00       4.6362736e-05
   5904      -3.3630103e+00      -3.3625761e+00       4.6354942e-05
   5905      -3.3629174e+00      -3.3625761e+00       4.6347128e-05
   5906      -3.3629743e+00      -3.3625762e+00       4.6339329e-05
   5907      -3.3631799e+00      -3.3625763e+00       4.6331597e-05
   5908      -3.3632322e+00      -3.3625764e+00       4.6323888e-05
   5909      -3.3635848e+00      -3.3625766e+00       4.6316363e-05
   5910      -3.3633314e+00      -3.3625767e+00       4.6308702e-05
   5911      -3.3635289e+00      -3.3625769e+00       4.6301148e-05
   5912      -3.3637237e+00      -3.3625771e+00       4.6293722e-05
   5913      -3.3634626e+00      -3.3625772e+00       4.6286136e-05
   5914      -3.3633505e+00      -3.3625774e+00       4.6278494e-05
   5915      -3.3633867e+00      -3.3625775e+00       4.6270872e-05
   5916      -3.3637218e+00      -3.3625777e+00       4.6263455e-05
   5917      -3.3636009e+00      -3.3625779e+00       4.6255959e-05
   5918      -3.3637790e+00      -3.3625781e+00       4.6248589e-05
   5919      -3.3638028e+00      -3.3625783e+00       4.6241238e-05
   5920      -3.3638235e+00      -3.3625785e+00       4.6233905e-05
   5921      -3.3639923e+00      -3.3625787e+00       4.6226713e-05
   5922      -3.3640074e+00      -3.3625790e+00       4.6219537e-05
   5923      -3.3637172e+00      -3.3625791e+00       4.6212133e-05
   5924      -3.3638771e+00      -3.3625794e+00       4.6204852e-05
   5925      -3.3637317e+00      -3.3625796e+00       4.6197463e-05
   5926      -3.3637339e+00      -3.3625798e+00       4.6190078e-05
   5927      -3.3638840e+00      -3.3625800e+00       4.6182809e-05
   5928      -3.3637293e+00      -3.3625802e+00       4.6175425e-05
   5929      -3.3640257e+00      -3.3625804e+00       4.6168281e-05
   5930      -3.3640166e+00      -3.3625807e+00       4.6161130e-05
   5931      -3.3640038e+00      -3.3625809e+00       4.6153971e-05
   5932      -3.3638377e+00      -3.3625811e+00       4.6146677e-05
   5933      -3.3638196e+00      -3.3625813e+00       4.6139371e-05
   5934      -3.3637994e+00      -3.3625815e+00       4.6132052e-05
   5935      -3.3637778e+00      -3.3625817e+00       4.6124720e-05
   5936      -3.3637533e+00      -3.3625819e+00       4.6117371e-05
   5937      -3.3637254e+00      -3.3625821e+00       4.6110006e-05
   5938      -3.3635446e+00      -3.3625823e+00       4.6102525e-05
   5939      -3.3636645e+00      -3.3625825e+00       4.6095123e-05
   5940      -3.3639335e+00      -3.3625827e+00       4.6087924e-05
   5941      -3.3642008e+00      -3.3625830e+00       4.6080971e-05
   5942      -3.3643156e+00      -3.3625833e+00       4.6074139e-05
   5943      -3.3639752e+00      -3.3625835e+00       4.6066981e-05
   5944      -3.3639358e+00      -3.3625837e+00       4.6059793e-05
   5945      -3.3640460e+00      -3.3625840e+00       4.6052702e-05
   5946      -3.3638535e+00      -3.3625842e+00       4.6045452e-05
   5947      -3.3639621e+00      -3.3625844e+00       4.6038292e-05
   5948      -3.3637679e+00      -3.3625846e+00       4.6030982e-05
   5949      -3.3637241e+00      -3.3625848e+00       4.6023643e-05
   5950      -3.3636802e+00      -3.3625850e+00       4.6016276e-05
   5951      -3.3637879e+00      -3.3625852e+00       4.6008987e-05
   5952      -3.3637450e+00      -3.3625854e+00       4.6001670e-05
   5953      -3.3640037e+00      -3.3625856e+00       4.5994560e-05
   5954      -3.3641112e+00      -3.3625859e+00       4.5987548e-05
   5955      -3.3640680e+00      -3.3625861e+00       4.5980499e-05
   5956      -3.3640255e+00      -3.3625864e+00       4.5973414e-05
   5957      -3.3641339e+00      -3.3625866e+00       4.5966431e-05
   5958      -3.3640915e+00      -3.3625869e+00       4.5959409e-05
   5959      -3.3640497e+00      -3.3625871e+00       4.5952352e-05
   5960      -3.3638582e+00      -3.3625873e+00       4.5945137e-05
   5961      -3.3639697e+00      -3.3625876e+00       4.5938015e-05
   5962      -3.3637801e+00      -3.3625878e+00       4.5930745e-05
   5963      -3.3635915e+00      -3.3625879e+00       4.5923351e-05
   5964      -3.3637065e+00      -3.3625881e+00       4.5916034e-05
   5965      -3.3636712e+00      -3.3625883e+00       4.5908695e-05
   5966      -3.3634857e+00      -3.3625885e+00       4.5901247e-05
   5967      -3.3637556e+00      -3.3625886e+00       4.5893971e-05
   5968      -3.3637239e+00      -3.3625888e+00       4.5886675e-05
   5969      -3.3638448e+00      -3.3625890e+00       4.5879470e-05
   5970      -3.3638158e+00      -3.3625893e+00       4.5872245e-05
   5971      -3.3640904e+00      -3.3625895e+00       4.5865252e-05
   5972      -3.3639135e+00      -3.3625897e+00       4.5858107e-05
   5973      -3.3637382e+00      -3.3625899e+00       4.5850833e-05
   5974      -3.3637147e+00      -3.3625901e+00       4.5843544e-05
   5975      -3.3635420e+00      -3.3625903e+00       4.5836149e-05
   5976      -3.3636732e+00      -3.3625904e+00       4.5828837e-05
   5977      -3.3636540e+00      -3.3625906e+00       4.5821515e-05
   5978      -3.3637878e+00      -3.3625908e+00       4.5814287e-05
   5979      -3.3637718e+00      -3.3625910e+00       4.5807051e-05
   5980      -3.3636062e+00      -3.3625912e+00       4.5799705e-05
   5981      -3.3634417e+00      -3.3625913e+00       4.5792268e-05
   5982      -3.3632786e+00      -3.3625914e+00       4.5784758e-05
   5983      -3.3632672e+00      -3.3625916e+00       4.5777244e-05
   5984      -3.3634077e+00      -3.3625917e+00       4.5769798e-05
   5985      -3.3630966e+00      -3.3625918e+00       4.5762228e-05
   5986      -3.3629374e+00      -3.3625918e+00       4.5754619e-05
   5987      -3.3629298e+00      -3.3625919e+00       4.5747012e-05
   5988      -3.3629234e+00      -3.3625920e+00       4.5739406e-05
   5989      -3.3633719e+00      -3.3625921e+00       4.5731954e-05
   5990      -3.3630660e+00      -3.3625922e+00       4.5724388e-05
   5991      -3.3629116e+00      -3.3625922e+00       4.5716786e-05
   5992      -3.3626069e+00      -3.3625922e+00       4.5709157e-05
   5993      -3.3627557e+00      -3.3625922e+00       4.5701538e-05
   5994      -3.3630560e+00      -3.3625923e+00       4.5693979e-05
   5995      -3.3630549e+00      -3.3625924e+00       4.5686422e-05
   5996      -3.3629031e+00      -3.3625925e+00       4.5678832e-05
   5997      -3.3625999e+00      -3.3625925e+00       4.5671215e-05
   5998      -3.3624477e+00      -3.3625924e+00       4.5663607e-05
   5999      -3.3625978e+00      -3.3625924e+00       4.5655995e-05
   6000      -3.3625967e+00      -3.3625924e+00       4.5648386e-05
   6001      -3.3625958e+00      -3.3625924e+00       4.5640779e-05
   6002      -3.3625956e+00      -3.3625924e+00       4.5633175e-05
   6003      -3.3627462e+00      -3.3625925e+00       4.5625580e-05
   6004      -3.3624433e+00      -3.3625924e+00       4.5617988e-05
   6005      -3.3624419e+00      -3.3625924e+00       4.5610398e-05
   6006      -3.3624398e+00      -3.3625924e+00       4.5602811e-05
   6007      -3.3624374e+00      -3.3625924e+00       4.5595227e-05
   6008      -3.3624350e+00      -3.3625923e+00       4.5587645e-05
   6009      -3.3627346e+00      -3.3625924e+00       4.5580065e-05
   6010      -3.3627313e+00      -3.3625924e+00       4.5572486e-05
   6011      -3.3627277e+00      -3.3625924e+00       4.5564910e-05
   6012      -3.3628745e+00      -3.3625924e+00       4.5557356e-05
   6013      -3.3628691e+00      -3.3625925e+00       4.5549802e-05
   6014      -3.3628630e+00      -3.3625925e+00       4.5542251e-05
   6015      -3.3628572e+00      -3.3625926e+00       4.5534700e-05
   6016      -3.3630017e+00      -3.3625926e+00       4.5527182e-05
   6017      -3.3628428e+00      -3.3625927e+00       4.5519635e-05
   6018      -3.3626836e+00      -3.3625927e+00       4.5512073e-05
   6019      -3.3622210e+00      -3.3625926e+00       4.5504554e-05
   6020      -3.3623623e+00      -3.3625926e+00       4.5497011e-05
   6021      -3.3622004e+00      -3.3625925e+00       4.5489501e-05
   6022      -3.3621887e+00      -3.3625925e+00       4.5481997e-05
   6023      -3.3618744e+00      -3.3625924e+00       4.5474602e-05
   6024      -3.3617108e+00      -3.3625922e+00       4.5467288e-05
   6025      -3.3616978e+00      -3.3625921e+00       4.5459984e-05
   6026      -3.3615333e+00      -3.3625919e+00       4.5452780e-05
   6027      -3.3616694e+00      -3.3625917e+00       4.5445496e-05
   6028      -3.3618054e+00      -3.3625916e+00       4.5438144e-05
   6029      -3.3619404e+00      -3.3625915e+00       4.5430736e-05
   6030      -3.3619230e+00      -3.3625914e+00       4.5423337e-05
   6031      -3.3622070e+00      -3.3625913e+00       4.5415850e-05
   6032      -3.3621885e+00      -3.3625913e+00       4.5408370e-05
   6033      -3.3621691e+00      -3.3625912e+00       4.5400897e-05
   6034      -3.3621491e+00      -3.3625911e+00       4.5393432e-05
   6035      -3.3613745e+00      -3.3625909e+00       4.5386358e-05
   6036      -3.3618081e+00      -3.3625908e+00       4.5379024e-05
   6037      -3.3625435e+00      -3.3625908e+00       4.5371508e-05
   6038      -3.3625226e+00      -3.3625908e+00       4.5363995e-05
   6039      -3.3625013e+00      -3.3625907e+00       4.5356486e-05
   6040      -3.3624797e+00      -3.3625907e+00       4.5348980e-05
   6041      -3.3623055e+00      -3.3625907e+00       4.5341498e-05
   6042      -3.3624329e+00      -3.3625907e+00       4.5334001e-05
   6043      -3.3624084e+00      -3.3625906e+00       4.5326509e-05
   6044      -3.3625347e+00      -3.3625906e+00       4.5319011e-05
   6045      -3.3623585e+00      -3.3625906e+00       4.5311530e-05
   6046      -3.3623329e+00      -3.3625905e+00       4.5304056e-05
   6047      -3.3623069e+00      -3.3625905e+00       4.5296588e-05
   6048      -3.3624323e+00      -3.3625905e+00       4.5289106e-05
   6049      -3.3625573e+00      -3.3625905e+00       4.5281619e-05
   6050      -3.3628331e+00      -3.3625905e+00       4.5274152e-05
   6051      -3.3628072e+00      -3.3625905e+00       4.5266684e-05
   6052      -3.3629316e+00      -3.3625906e+00       4.5259240e-05
   6053      -3.3627535e+00      -3.3625906e+00       4.5251771e-05
   6054      -3.3627262e+00      -3.3625906e+00       4.5244302e-05
   6055      -3.3628503e+00      -3.3625907e+00       4.5236850e-05
   6056      -3.3626724e+00      -3.3625907e+00       4.5229382e-05
   6057      -3.3626449e+00      -3.3625907e+00       4.5221916e-05
   6058      -3.3629198e+00      -3.3625908e+00       4.5214483e-05
   6059      -3.3628925e+00      -3.3625908e+00       4.5207048e-05
   6060      -3.3631675e+00      -3.3625909e+00       4.5199689e-05
   6061      -3.3634429e+00      -3.3625910e+00       4.5192450e-05
   6062      -3.3634167e+00      -3.3625912e+00       4.5185200e-05
   6063      -3.3632394e+00      -3.3625913e+00       4.5177874e-05
   6064      -3.3629119e+00      -3.3625913e+00       4.5170455e-05
   6065      -3.3628879e+00      -3.3625914e+00       4.5163033e-05
   6066      -3.3628637e+00      -3.3625914e+00       4.5155610e-05
   6067      -3.3629906e+00      -3.3625915e+00       4.5148216e-05
   6068      -3.3628165e+00      -3.3625915e+00       4.5140790e-05
   6069      -3.3626438e+00      -3.3625915e+00       4.5133353e-05
   6070      -3.3627736e+00      -3.3625916e+00       4.5125928e-05
   6071      -3.3627531e+00      -3.3625916e+00       4.5118503e-05
   6072      -3.3630364e+00      -3.3625917e+00       4.5111132e-05
   6073      -3.3630190e+00      -3.3625917e+00       4.5103758e-05
   6074      -3.3630023e+00      -3.3625918e+00       4.5096383e-05
   6075      -3.3631379e+00      -3.3625919e+00       4.5089050e-05
   6076      -3.3631239e+00      -3.3625920e+00       4.5081714e-05
   6077      -3.3629608e+00      -3.3625920e+00       4.5074336e-05
   6078      -3.3631016e+00      -3.3625921e+00       4.5066998e-05
   6079      -3.3633947e+00      -3.3625923e+00       4.5059778e-05
   6080      -3.3629345e+00      -3.3625923e+00       4.5052402e-05
   6081      -3.3624765e+00      -3.3625923e+00       4.5044997e-05
   6082      -3.3626240e+00      -3.3625923e+00       4.5037591e-05
   6083      -3.3624710e+00      -3.3625923e+00       4.5030192e-05
   6084      -3.3621692e+00      -3.3625922e+00       4.5022844e-05
   6085      -3.3620203e+00      -3.3625921e+00       4.5015543e-05
   6086      -3.3615715e+00      -3.3625920e+00       4.5008459e-05
   6087      -3.3615780e+00      -3.3625918e+00       4.5001373e-05
   6088      -3.3615870e+00      -3.3625916e+00       4.4994284e-05
   6089      -3.3614466e+00      -3.3625914e+00       4.4987287e-05
   6090      -3.3610060e+00      -3.3625912e+00       4.4980654e-05
   6091      -3.3613230e+00      -3.3625910e+00       4.4973751e-05
   6092      -3.3614906e+00      -3.3625908e+00       4.4966731e-05
   6093      -3.3613580e+00      -3.3625906e+00       4.4959806e-05
   6094      -3.3613787e+00      -3.3625904e+00       4.4952868e-05
   6095      -3.3614004e+00      -3.3625902e+00       4.4945917e-05
   6096      -3.3614236e+00      -3.3625900e+00       4.4938951e-05
   6097      -3.3619024e+00      -3.3625899e+00       4.4931722e-05
   6098      -3.3619297e+00      -3.3625898e+00       4.4924484e-05
   6099      -3.3616555e+00      -3.3625896e+00       4.4917379e-05
   6100      -3.3616848e+00      -3.3625895e+00       4.4910261e-05
