#BLOCK:           ACTUAL_P:              P_AVE:              ERROR:
   3496       8.9796082e-01       9.2578168e-01       1.8288830e-03
   3497       8.9759712e-01       9.2577362e-01       1.8283778e-03
   3498       8.9726442e-01       9.2576547e-01       1.8278733e-03
   3499       8.9695848e-01       9.2575724e-01       1.8273694e-03
   3500       8.9668591e-01       9.2574893e-01       1.8268662e-03
   3501       8.9643786e-01       9.2574056e-01       1.8263636e-03
   3502       8.9622758e-01       9.2573213e-01       1.8258615e-03
   3503       8.9604160e-01       9.2572366e-01       1.8253599e-03
   3504       8.9587522e-01       9.2571514e-01       1.8248589e-03
   3505       8.9574150e-01       9.2570659e-01       1.8243583e-03
   3506       8.9563552e-01       9.2569801e-01       1.8238581e-03
   3507       8.9556542e-01       9.2568942e-01       1.8233582e-03
   3508       8.9551063e-01       9.2568082e-01       1.8228588e-03
   3509       8.9549316e-01       9.2567221e-01       1.8223596e-03
   3510       8.9549225e-01       9.2566361e-01       1.8218607e-03
   3511       8.9551351e-01       9.2565503e-01       1.8213620e-03
   3512       8.9556497e-01       9.2564646e-01       1.8208636e-03
   3513       8.9563689e-01       9.2563792e-01       1.8203653e-03
   3514       8.9573306e-01       9.2562941e-01       1.8198671e-03
   3515       8.9584854e-01       9.2562093e-01       1.8193691e-03
   3516       8.9598674e-01       9.2561251e-01       1.8188712e-03
   3517       8.9614877e-01       9.2560413e-01       1.8183733e-03
   3518       8.9632291e-01       9.2559581e-01       1.8178755e-03
   3519       8.9651508e-01       9.2558754e-01       1.8173777e-03
   3520       8.9672455e-01       9.2557934e-01       1.8168799e-03
   3521       8.9695283e-01       9.2557121e-01       1.8163820e-03
   3522       8.9719006e-01       9.2556315e-01       1.8158842e-03
   3523       8.9745135e-01       9.2555517e-01       1.8153863e-03
   3524       8.9772287e-01       9.2554728e-01       1.8148883e-03
   3525       8.9800850e-01       9.2553946e-01       1.8143903e-03
   3526       8.9830743e-01       9.2553174e-01       1.8138921e-03
   3527       8.9861900e-01       9.2552411e-01       1.8133939e-03
   3528       8.9894252e-01       9.2551658e-01       1.8128956e-03
   3529       8.9927744e-01       9.2550914e-01       1.8123971e-03
   3530       8.9962544e-01       9.2550181e-01       1.8118985e-03
   3531       8.9998134e-01       9.2549458e-01       1.8113998e-03
   3532       9.0034476e-01       9.2548746e-01       1.8109009e-03
   3533       9.0071976e-01       9.2548045e-01       1.8104019e-03
   3534       9.0110341e-01       9.2547355e-01       1.8099028e-03
   3535       9.0149758e-01       9.2546677e-01       1.8094035e-03
   3536       9.0189742e-01       9.2546010e-01       1.8089041e-03
   3537       9.0230444e-01       9.2545356e-01       1.8084045e-03
   3538       9.0271858e-01       9.2544713e-01       1.8079048e-03
   3539       9.0313687e-01       9.2544083e-01       1.8074049e-03
   3540       9.0356059e-01       9.2543465e-01       1.8069049e-03
   3541       9.0399381e-01       9.2542859e-01       1.8064048e-03
   3542       9.0442308e-01       9.2542266e-01       1.8059045e-03
   3543       9.0486353e-01       9.2541686e-01       1.8054041e-03
   3544       9.0530981e-01       9.2541118e-01       1.8049036e-03
   3545       9.0575434e-01       9.2540564e-01       1.8044030e-03
   3546       9.0620546e-01       9.2540022e-01       1.8039022e-03
   3547       9.0665357e-01       9.2539494e-01       1.8034014e-03
   3548       9.0710664e-01       9.2538978e-01       1.8029005e-03
   3549       9.0755527e-01       9.2538476e-01       1.8023995e-03
   3550       9.0800564e-01       9.2537986e-01       1.8018984e-03
   3551       9.0845437e-01       9.2537510e-01       1.8013973e-03
   3552       9.0890062e-01       9.2537046e-01       1.8008961e-03
   3553       9.0934579e-01       9.2536595e-01       1.8003949e-03
   3554       9.0978668e-01       9.2536157e-01       1.7998937e-03
   3555       9.1022026e-01       9.2535731e-01       1.7993924e-03
   3556       9.1064815e-01       9.2535317e-01       1.7988911e-03
   3557       9.1106496e-01       9.2534915e-01       1.7983899e-03
   3558       9.1147856e-01       9.2534525e-01       1.7978887e-03
   3559       9.1188804e-01       9.2534147e-01       1.7973875e-03
   3560       9.1228128e-01       9.2533780e-01       1.7968863e-03
   3561       9.1266410e-01       9.2533425e-01       1.7963853e-03
   3562       9.1304476e-01       9.2533080e-01       1.7958842e-03
   3563       9.1340680e-01       9.2532745e-01       1.7953833e-03
   3564       9.1375118e-01       9.2532420e-01       1.7948825e-03
   3565       9.1408391e-01       9.2532105e-01       1.7943818e-03
   3566       9.1440203e-01       9.2531799e-01       1.7938812e-03
   3567       9.1469556e-01       9.2531501e-01       1.7933808e-03
   3568       9.1498221e-01       9.2531211e-01       1.7928805e-03
   3569       9.1525464e-01       9.2530929e-01       1.7923804e-03
   3570       9.1551383e-01       9.2530655e-01       1.7918804e-03
   3571       9.1575245e-01       9.2530387e-01       1.7913806e-03
   3572       9.1596294e-01       9.2530126e-01       1.7908810e-03
   3573       9.1616291e-01       9.2529870e-01       1.7903816e-03
   3574       9.1634057e-01       9.2529620e-01       1.7898824e-03
   3575       9.1649909e-01       9.2529373e-01       1.7893834e-03
   3576       9.1663347e-01       9.2529131e-01       1.7888847e-03
   3577       9.1675021e-01       9.2528893e-01       1.7883862e-03
   3578       9.1683789e-01       9.2528656e-01       1.7878879e-03
   3579       9.1690942e-01       9.2528422e-01       1.7873899e-03
   3580       9.1695989e-01       9.2528190e-01       1.7868921e-03
   3581       9.1697793e-01       9.2527958e-01       1.7863946e-03
   3582       9.1697461e-01       9.2527726e-01       1.7858974e-03
   3583       9.1694542e-01       9.2527493e-01       1.7854005e-03
   3584       9.1689672e-01       9.2527260e-01       1.7849039e-03
   3585       9.1682129e-01       9.2527024e-01       1.7844076e-03
   3586       9.1672331e-01       9.2526786e-01       1.7839116e-03
   3587       9.1659835e-01       9.2526544e-01       1.7834159e-03
   3588       9.1644658e-01       9.2526298e-01       1.7829205e-03
   3589       9.1627463e-01       9.2526048e-01       1.7824255e-03
   3590       9.1607600e-01       9.2525792e-01       1.7819308e-03
   3591       9.1585077e-01       9.2525530e-01       1.7814365e-03
   3592       9.1560101e-01       9.2525261e-01       1.7809426e-03
   3593       9.1532917e-01       9.2524985e-01       1.7804491e-03
   3594       9.1503090e-01       9.2524701e-01       1.7799560e-03
   3595       9.1470870e-01       9.2524407e-01       1.7794633e-03
   3596       9.1435842e-01       9.2524105e-01       1.7789710e-03
   3597       9.1398969e-01       9.2523792e-01       1.7784792e-03
   3598       9.1360052e-01       9.2523468e-01       1.7779878e-03
   3599       9.1318617e-01       9.2523134e-01       1.7774969e-03
   3600       9.1275134e-01       9.2522787e-01       1.7770066e-03
   3601       9.1229607e-01       9.2522428e-01       1.7765167e-03
   3602       9.1181852e-01       9.2522056e-01       1.7760274e-03
   3603       9.1131906e-01       9.2521670e-01       1.7755387e-03
   3604       9.1079547e-01       9.2521270e-01       1.7750505e-03
   3605       9.1024785e-01       9.2520855e-01       1.7745630e-03
   3606       9.0968094e-01       9.2520424e-01       1.7740761e-03
   3607       9.0909273e-01       9.2519977e-01       1.7735899e-03
   3608       9.0848114e-01       9.2519514e-01       1.7731044e-03
   3609       9.0785322e-01       9.2519033e-01       1.7726196e-03
   3610       9.0720249e-01       9.2518535e-01       1.7721356e-03
   3611       9.0653124e-01       9.2518019e-01       1.7716523e-03
   3612       9.0583734e-01       9.2517483e-01       1.7711699e-03
   3613       9.0512327e-01       9.2516928e-01       1.7706884e-03
   3614       9.0438732e-01       9.2516353e-01       1.7702078e-03
   3615       9.0363666e-01       9.2515758e-01       1.7697281e-03
   3616       9.0286673e-01       9.2515141e-01       1.7692494e-03
   3617       9.0207305e-01       9.2514503e-01       1.7687718e-03
   3618       9.0127159e-01       9.2513843e-01       1.7682952e-03
   3619       9.0044275e-01       9.2513161e-01       1.7678198e-03
   3620       8.9959801e-01       9.2512456e-01       1.7673455e-03
   3621       8.9873732e-01       9.2511727e-01       1.7668724e-03
   3622       8.9784965e-01       9.2510974e-01       1.7664007e-03
   3623       8.9695113e-01       9.2510197e-01       1.7659302e-03
   3624       8.9603534e-01       9.2509395e-01       1.7654611e-03
   3625       8.9510238e-01       9.2508567e-01       1.7649935e-03
   3626       8.9415485e-01       9.2507714e-01       1.7645273e-03
   3627       8.9319103e-01       9.2506835e-01       1.7640628e-03
   3628       8.9221360e-01       9.2505930e-01       1.7635998e-03
   3629       8.9121420e-01       9.2504997e-01       1.7631384e-03
   3630       8.9020697e-01       9.2504037e-01       1.7626789e-03
   3631       8.8917891e-01       9.2503049e-01       1.7622211e-03
   3632       8.8813703e-01       9.2502034e-01       1.7617652e-03
   3633       8.8708628e-01       9.2500989e-01       1.7613112e-03
   3634       8.8602488e-01       9.2499917e-01       1.7608592e-03
   3635       8.8494484e-01       9.2498815e-01       1.7604092e-03
   3636       8.8385813e-01       9.2497684e-01       1.7599614e-03
   3637       8.8275622e-01       9.2496523e-01       1.7595158e-03
   3638       8.8164185e-01       9.2495332e-01       1.7590724e-03
   3639       8.8052251e-01       9.2494111e-01       1.7586314e-03
   3640       8.7939454e-01       9.2492860e-01       1.7581928e-03
   3641       8.7825855e-01       9.2491578e-01       1.7577566e-03
   3642       8.7711538e-01       9.2490265e-01       1.7573230e-03
   3643       8.7596164e-01       9.2488922e-01       1.7568920e-03
   3644       8.7480291e-01       9.2487547e-01       1.7564636e-03
   3645       8.7364447e-01       9.2486142e-01       1.7560379e-03
   3646       8.7248235e-01       9.2484705e-01       1.7556151e-03
   3647       8.7131720e-01       9.2483238e-01       1.7551950e-03
   3648       8.7015230e-01       9.2481739e-01       1.7547779e-03
   3649       8.6898676e-01       9.2480209e-01       1.7543637e-03
   3650       8.6781922e-01       9.2478647e-01       1.7539525e-03
   3651       8.6665022e-01       9.2477055e-01       1.7535444e-03
   3652       8.6549196e-01       9.2475432e-01       1.7531394e-03
   3653       8.6433234e-01       9.2473778e-01       1.7527375e-03
   3654       8.6317458e-01       9.2472093e-01       1.7523388e-03
   3655       8.6202159e-01       9.2470378e-01       1.7519433e-03
   3656       8.6087424e-01       9.2468632e-01       1.7515511e-03
   3657       8.5973354e-01       9.2466856e-01       1.7511622e-03
   3658       8.5860084e-01       9.2465050e-01       1.7507766e-03
   3659       8.5747047e-01       9.2463213e-01       1.7503944e-03
   3660       8.5635030e-01       9.2461348e-01       1.7500155e-03
   3661       8.5524598e-01       9.2459453e-01       1.7496401e-03
   3662       8.5415805e-01       9.2457530e-01       1.7492680e-03
   3663       8.5308299e-01       9.2455578e-01       1.7488994e-03
   3664       8.5201726e-01       9.2453598e-01       1.7485341e-03
   3665       8.5097532e-01       9.2451591e-01       1.7481722e-03
   3666       8.4994290e-01       9.2449557e-01       1.7478137e-03
   3667       8.4892549e-01       9.2447496e-01       1.7474585e-03
   3668       8.4792829e-01       9.2445409e-01       1.7471067e-03
   3669       8.4695235e-01       9.2443297e-01       1.7467583e-03
   3670       8.4599220e-01       9.2441159e-01       1.7464131e-03
   3671       8.4505531e-01       9.2438998e-01       1.7460711e-03
   3672       8.4414446e-01       9.2436812e-01       1.7457323e-03
   3673       8.4325193e-01       9.2434604e-01       1.7453967e-03
   3674       8.4238979e-01       9.2432373e-01       1.7450642e-03
   3675       8.4154780e-01       9.2430121e-01       1.7447347e-03
   3676       8.4072938e-01       9.2427847e-01       1.7444082e-03
   3677       8.3993764e-01       9.2425554e-01       1.7440846e-03
   3678       8.3917091e-01       9.2423240e-01       1.7437638e-03
   3679       8.3843423e-01       9.2420908e-01       1.7434458e-03
   3680       8.3772618e-01       9.2418558e-01       1.7431304e-03
   3681       8.3704746e-01       9.2416191e-01       1.7428176e-03
   3682       8.3639432e-01       9.2413807e-01       1.7425073e-03
   3683       8.3577664e-01       9.2411408e-01       1.7421993e-03
   3684       8.3519061e-01       9.2408994e-01       1.7418936e-03
   3685       8.3463891e-01       9.2406567e-01       1.7415900e-03
   3686       8.3411774e-01       9.2404127e-01       1.7412885e-03
   3687       8.3362323e-01       9.2401674e-01       1.7409889e-03
   3688       8.3316935e-01       9.2399211e-01       1.7406911e-03
   3689       8.3275435e-01       9.2396738e-01       1.7403949e-03
   3690       8.3237210e-01       9.2394255e-01       1.7401003e-03
   3691       8.3202531e-01       9.2391765e-01       1.7398070e-03
   3692       8.3171231e-01       9.2389268e-01       1.7395150e-03
   3693       8.3143803e-01       9.2386764e-01       1.7392241e-03
   3694       8.3119357e-01       9.2384255e-01       1.7389342e-03
   3695       8.3099466e-01       9.2381743e-01       1.7386452e-03
   3696       8.3083035e-01       9.2379227e-01       1.7383568e-03
   3697       8.3070078e-01       9.2376709e-01       1.7380689e-03
   3698       8.3061266e-01       9.2374190e-01       1.7377815e-03
   3699       8.3055945e-01       9.2371671e-01       1.7374942e-03
   3700       8.3054096e-01       9.2369152e-01       1.7372071e-03
   3701       8.3056350e-01       9.2366636e-01       1.7369200e-03
   3702       8.3061595e-01       9.2364122e-01       1.7366326e-03
   3703       8.3070712e-01       9.2361613e-01       1.7363450e-03
   3704       8.3083441e-01       9.2359108e-01       1.7360569e-03
   3705       8.3099747e-01       9.2356609e-01       1.7357682e-03
   3706       8.3119360e-01       9.2354116e-01       1.7354788e-03
   3707       8.3142692e-01       9.2351631e-01       1.7351885e-03
