#BLOCK:          ACTUAL_KE:             KE_AVE:              ERROR:
   2718       1.6890298e+00       1.7250474e+00       4.8288671e-03
   2719       1.6897178e+00       1.7250345e+00       4.8271087e-03
   2720       1.6904459e+00       1.7250217e+00       4.8253507e-03
   2721       1.6912143e+00       1.7250093e+00       4.8235934e-03
   2722       1.6920231e+00       1.7249972e+00       4.8218365e-03
   2723       1.6928737e+00       1.7249854e+00       4.8200802e-03
   2724       1.6937666e+00       1.7249739e+00       4.8183243e-03
   2725       1.6947022e+00       1.7249628e+00       4.8165689e-03
   2726       1.6956812e+00       1.7249521e+00       4.8148140e-03
   2727       1.6967041e+00       1.7249417e+00       4.8130595e-03
   2728       1.6977721e+00       1.7249318e+00       4.8113055e-03
   2729       1.6988858e+00       1.7249222e+00       4.8095519e-03
   2730       1.7000452e+00       1.7249131e+00       4.8077988e-03
   2731       1.7012514e+00       1.7249044e+00       4.8060462e-03
   2732       1.7025053e+00       1.7248963e+00       4.8042940e-03
   2733       1.7038070e+00       1.7248885e+00       4.8025423e-03
   2734       1.7051570e+00       1.7248813e+00       4.8007911e-03
   2735       1.7065559e+00       1.7248746e+00       4.7990405e-03
   2736       1.7080042e+00       1.7248685e+00       4.7972904e-03
   2737       1.7095026e+00       1.7248628e+00       4.7955410e-03
   2738       1.7110511e+00       1.7248578e+00       4.7937921e-03
   2739       1.7126499e+00       1.7248533e+00       4.7920440e-03
   2740       1.7142986e+00       1.7248495e+00       4.7902966e-03
   2741       1.7159975e+00       1.7248463e+00       4.7885501e-03
   2742       1.7177464e+00       1.7248437e+00       4.7868044e-03
   2743       1.7195448e+00       1.7248417e+00       4.7850597e-03
   2744       1.7213922e+00       1.7248405e+00       4.7833160e-03
   2745       1.7232879e+00       1.7248399e+00       4.7815735e-03
   2746       1.7252315e+00       1.7248401e+00       4.7798322e-03
   2747       1.7272220e+00       1.7248409e+00       4.7780923e-03
   2748       1.7292591e+00       1.7248425e+00       4.7763538e-03
   2749       1.7313421e+00       1.7248449e+00       4.7746169e-03
   2750       1.7334696e+00       1.7248480e+00       4.7728817e-03
   2751       1.7356409e+00       1.7248520e+00       4.7711484e-03
   2752       1.7378538e+00       1.7248567e+00       4.7694170e-03
   2753       1.7401059e+00       1.7248622e+00       4.7676878e-03
   2754       1.7423956e+00       1.7248686e+00       4.7659608e-03
   2755       1.7447210e+00       1.7248758e+00       4.7642364e-03
   2756       1.7470801e+00       1.7248838e+00       4.7625145e-03
   2757       1.7494703e+00       1.7248928e+00       4.7607954e-03
   2758       1.7518892e+00       1.7249025e+00       4.7590793e-03
   2759       1.7543337e+00       1.7249132e+00       4.7573663e-03
   2760       1.7568016e+00       1.7249248e+00       4.7556567e-03
   2761       1.7592903e+00       1.7249372e+00       4.7539505e-03
   2762       1.7617959e+00       1.7249506e+00       4.7522481e-03
   2763       1.7643155e+00       1.7249648e+00       4.7505495e-03
   2764       1.7668454e+00       1.7249800e+00       4.7488549e-03
   2765       1.7693820e+00       1.7249960e+00       4.7471646e-03
   2766       1.7719220e+00       1.7250130e+00       4.7454786e-03
   2767       1.7744620e+00       1.7250309e+00       4.7437972e-03
   2768       1.7769983e+00       1.7250496e+00       4.7421206e-03
   2769       1.7795268e+00       1.7250693e+00       4.7404488e-03
   2770       1.7820439e+00       1.7250899e+00       4.7387821e-03
   2771       1.7845460e+00       1.7251113e+00       4.7371205e-03
   2772       1.7870286e+00       1.7251337e+00       4.7354643e-03
   2773       1.7894876e+00       1.7251569e+00       4.7338134e-03
   2774       1.7919187e+00       1.7251809e+00       4.7321681e-03
   2775       1.7943180e+00       1.7252059e+00       4.7305284e-03
   2776       1.7966818e+00       1.7252316e+00       4.7288944e-03
   2777       1.7990057e+00       1.7252582e+00       4.7272662e-03
   2778       1.8012855e+00       1.7252855e+00       4.7256437e-03
   2779       1.8035173e+00       1.7253137e+00       4.7240271e-03
   2780       1.8056975e+00       1.7253426e+00       4.7224163e-03
   2781       1.8078220e+00       1.7253723e+00       4.7208113e-03
   2782       1.8098869e+00       1.7254026e+00       4.7192121e-03
   2783       1.8118892e+00       1.7254337e+00       4.7176187e-03
   2784       1.8138249e+00       1.7254655e+00       4.7160310e-03
   2785       1.8156901e+00       1.7254979e+00       4.7144489e-03
   2786       1.8174810e+00       1.7255309e+00       4.7128723e-03
   2787       1.8191938e+00       1.7255645e+00       4.7113011e-03
   2788       1.8208253e+00       1.7255987e+00       4.7097352e-03
   2789       1.8223725e+00       1.7256334e+00       4.7081743e-03
   2790       1.8238321e+00       1.7256686e+00       4.7066184e-03
   2791       1.8252012e+00       1.7257042e+00       4.7050671e-03
   2792       1.8264769e+00       1.7257403e+00       4.7035203e-03
   2793       1.8276571e+00       1.7257768e+00       4.7019778e-03
   2794       1.8287394e+00       1.7258136e+00       4.7004394e-03
   2795       1.8297211e+00       1.7258508e+00       4.6989047e-03
   2796       1.8306003e+00       1.7258883e+00       4.6973734e-03
   2797       1.8313753e+00       1.7259260e+00       4.6958454e-03
   2798       1.8320447e+00       1.7259639e+00       4.6943203e-03
   2799       1.8326067e+00       1.7260020e+00       4.6927977e-03
   2800       1.8330597e+00       1.7260403e+00       4.6912775e-03
   2801       1.8334024e+00       1.7260786e+00       4.6897592e-03
   2802       1.8336343e+00       1.7261170e+00       4.6882426e-03
   2803       1.8337551e+00       1.7261554e+00       4.6867273e-03
   2804       1.8337637e+00       1.7261938e+00       4.6852129e-03
   2805       1.8336597e+00       1.7262321e+00       4.6836993e-03
   2806       1.8334437e+00       1.7262703e+00       4.6821859e-03
   2807       1.8331159e+00       1.7263083e+00       4.6806726e-03
   2808       1.8326762e+00       1.7263462e+00       4.6791590e-03
   2809       1.8321243e+00       1.7263839e+00       4.6776448e-03
   2810       1.8314614e+00       1.7264213e+00       4.6761296e-03
   2811       1.8306886e+00       1.7264584e+00       4.6746132e-03
   2812       1.8298069e+00       1.7264951e+00       4.6730953e-03
   2813       1.8288170e+00       1.7265315e+00       4.6715756e-03
   2814       1.8277209e+00       1.7265675e+00       4.6700539e-03
   2815       1.8265202e+00       1.7266030e+00       4.6685299e-03
   2816       1.8252167e+00       1.7266380e+00       4.6670033e-03
   2817       1.8238122e+00       1.7266725e+00       4.6654741e-03
   2818       1.8223089e+00       1.7267064e+00       4.6639419e-03
   2819       1.8207097e+00       1.7267398e+00       4.6624067e-03
   2820       1.8190172e+00       1.7267725e+00       4.6608682e-03
   2821       1.8172337e+00       1.7268045e+00       4.6593263e-03
   2822       1.8153623e+00       1.7268359e+00       4.6577809e-03
   2823       1.8134056e+00       1.7268666e+00       4.6562319e-03
   2824       1.8113671e+00       1.7268965e+00       4.6546792e-03
   2825       1.8092499e+00       1.7269257e+00       4.6531228e-03
   2826       1.8070572e+00       1.7269540e+00       4.6515627e-03
   2827       1.8047934e+00       1.7269816e+00       4.6499988e-03
   2828       1.8024621e+00       1.7270082e+00       4.6484311e-03
   2829       1.8000667e+00       1.7270341e+00       4.6468597e-03
   2830       1.7976107e+00       1.7270590e+00       4.6452846e-03
   2831       1.7950975e+00       1.7270830e+00       4.6437059e-03
   2832       1.7925317e+00       1.7271062e+00       4.6421237e-03
   2833       1.7899179e+00       1.7271283e+00       4.6405381e-03
   2834       1.7872600e+00       1.7271495e+00       4.6389491e-03
   2835       1.7845612e+00       1.7271698e+00       4.6373570e-03
   2836       1.7818257e+00       1.7271891e+00       4.6357619e-03
   2837       1.7790579e+00       1.7272074e+00       4.6341639e-03
   2838       1.7762618e+00       1.7272246e+00       4.6325632e-03
   2839       1.7734420e+00       1.7272409e+00       4.6309601e-03
   2840       1.7706026e+00       1.7272562e+00       4.6293546e-03
   2841       1.7677479e+00       1.7272704e+00       4.6277471e-03
   2842       1.7648819e+00       1.7272837e+00       4.6261377e-03
   2843       1.7620080e+00       1.7272959e+00       4.6245266e-03
   2844       1.7591303e+00       1.7273071e+00       4.6229141e-03
   2845       1.7562535e+00       1.7273173e+00       4.6213003e-03
   2846       1.7533815e+00       1.7273264e+00       4.6196856e-03
   2847       1.7505175e+00       1.7273346e+00       4.6180702e-03
   2848       1.7476652e+00       1.7273417e+00       4.6164542e-03
   2849       1.7448283e+00       1.7273478e+00       4.6148379e-03
   2850       1.7420107e+00       1.7273530e+00       4.6132215e-03
   2851       1.7392161e+00       1.7273571e+00       4.6116053e-03
   2852       1.7364483e+00       1.7273603e+00       4.6099894e-03
   2853       1.7337099e+00       1.7273626e+00       4.6083741e-03
   2854       1.7310044e+00       1.7273638e+00       4.6067596e-03
   2855       1.7283347e+00       1.7273642e+00       4.6051460e-03
   2856       1.7257038e+00       1.7273636e+00       4.6035336e-03
   2857       1.7231144e+00       1.7273621e+00       4.6019225e-03
   2858       1.7205694e+00       1.7273597e+00       4.6003129e-03
   2859       1.7180715e+00       1.7273565e+00       4.5987050e-03
   2860       1.7156231e+00       1.7273524e+00       4.5970989e-03
   2861       1.7132266e+00       1.7273474e+00       4.5954947e-03
   2862       1.7108840e+00       1.7273417e+00       4.5938926e-03
   2863       1.7085977e+00       1.7273351e+00       4.5922927e-03
   2864       1.7063697e+00       1.7273278e+00       4.5906951e-03
   2865       1.7042020e+00       1.7273197e+00       4.5890999e-03
   2866       1.7020971e+00       1.7273109e+00       4.5875071e-03
   2867       1.7000578e+00       1.7273014e+00       4.5859168e-03
   2868       1.6980854e+00       1.7272912e+00       4.5843292e-03
   2869       1.6961809e+00       1.7272804e+00       4.5827441e-03
   2870       1.6943447e+00       1.7272689e+00       4.5811617e-03
   2871       1.6925773e+00       1.7272568e+00       4.5795820e-03
   2872       1.6908801e+00       1.7272442e+00       4.5780049e-03
   2873       1.6892545e+00       1.7272310e+00       4.5764306e-03
   2874       1.6877014e+00       1.7272172e+00       4.5748589e-03
   2875       1.6862206e+00       1.7272029e+00       4.5732898e-03
   2876       1.6848126e+00       1.7271882e+00       4.5717234e-03
   2877       1.6834779e+00       1.7271730e+00       4.5701596e-03
   2878       1.6822166e+00       1.7271574e+00       4.5685983e-03
   2879       1.6810286e+00       1.7271414e+00       4.5670396e-03
   2880       1.6799139e+00       1.7271250e+00       4.5654832e-03
   2881       1.6788724e+00       1.7271082e+00       4.5639293e-03
   2882       1.6779045e+00       1.7270911e+00       4.5623776e-03
   2883       1.6770105e+00       1.7270738e+00       4.5608282e-03
   2884       1.6761892e+00       1.7270561e+00       4.5592809e-03
   2885       1.6754398e+00       1.7270382e+00       4.5577356e-03
   2886       1.6747621e+00       1.7270201e+00       4.5561924e-03
   2887       1.6741556e+00       1.7270018e+00       4.5546510e-03
   2888       1.6736193e+00       1.7269833e+00       4.5531114e-03
   2889       1.6731519e+00       1.7269647e+00       4.5515735e-03
   2890       1.6727523e+00       1.7269459e+00       4.5500372e-03
   2891       1.6724197e+00       1.7269271e+00       4.5485025e-03
   2892       1.6721529e+00       1.7269081e+00       4.5469691e-03
   2893       1.6719505e+00       1.7268891e+00       4.5454371e-03
   2894       1.6718111e+00       1.7268701e+00       4.5439063e-03
   2895       1.6717334e+00       1.7268511e+00       4.5423766e-03
   2896       1.6717160e+00       1.7268320e+00       4.5408480e-03
   2897       1.6717577e+00       1.7268130e+00       4.5393204e-03
   2898       1.6718570e+00       1.7267941e+00       4.5377936e-03
   2899       1.6720120e+00       1.7267752e+00       4.5362677e-03
   2900       1.6722210e+00       1.7267563e+00       4.5347424e-03
   2901       1.6724832e+00       1.7267376e+00       4.5332179e-03
   2902       1.6727971e+00       1.7267190e+00       4.5316939e-03
   2903       1.6731605e+00       1.7267006e+00       4.5301704e-03
   2904       1.6735715e+00       1.7266823e+00       4.5286474e-03
   2905       1.6740283e+00       1.7266642e+00       4.5271247e-03
   2906       1.6745296e+00       1.7266462e+00       4.5256024e-03
   2907       1.6750731e+00       1.7266285e+00       4.5240804e-03
   2908       1.6756570e+00       1.7266110e+00       4.5225586e-03
   2909       1.6762795e+00       1.7265937e+00       4.5210370e-03
   2910       1.6769380e+00       1.7265766e+00       4.5195156e-03
   2911       1.6776310e+00       1.7265598e+00       4.5179943e-03
   2912       1.6783566e+00       1.7265432e+00       4.5164731e-03
   2913       1.6791128e+00       1.7265270e+00       4.5149520e-03
   2914       1.6798977e+00       1.7265110e+00       4.5134310e-03
   2915       1.6807090e+00       1.7264952e+00       4.5119100e-03
   2916       1.6815444e+00       1.7264798e+00       4.5103890e-03
   2917       1.6824016e+00       1.7264647e+00       4.5088681e-03
   2918       1.6832791e+00       1.7264499e+00       4.5073472e-03
   2919       1.6841747e+00       1.7264354e+00       4.5058263e-03
   2920       1.6850855e+00       1.7264213e+00       4.5043055e-03
   2921       1.6860092e+00       1.7264074e+00       4.5027847e-03
   2922       1.6869432e+00       1.7263939e+00       4.5012640e-03
   2923       1.6878852e+00       1.7263808e+00       4.4997433e-03
   2924       1.6888328e+00       1.7263679e+00       4.4982227e-03
   2925       1.6897842e+00       1.7263554e+00       4.4967022e-03
   2926       1.6907374e+00       1.7263432e+00       4.4951819e-03
   2927       1.6916902e+00       1.7263314e+00       4.4936617e-03
   2928       1.6926403e+00       1.7263199e+00       4.4921417e-03
   2929       1.6935845e+00       1.7263087e+00       4.4906220e-03
