#BLOCK:          ACTUAL_PE:             PE_AVE:              ERROR:
    432      -5.0051478e+00      -5.3556753e+00       2.5178196e-02
    433      -5.0055148e+00      -5.3548666e+00       2.5133031e-02
    434      -5.0060996e+00      -5.3540630e+00       2.5087965e-02
    435      -5.0062984e+00      -5.3532636e+00       2.5043026e-02
    436      -5.0065668e+00      -5.3524684e+00       2.4998209e-02
    437      -5.0072078e+00      -5.3516783e+00       2.4953487e-02
    438      -5.0080719e+00      -5.3508938e+00       2.4908844e-02
    439      -5.0082554e+00      -5.3501133e+00       2.4864329e-02
    440      -5.0091192e+00      -5.3493383e+00       2.4819894e-02
    441      -5.0100589e+00      -5.3485690e+00       2.4775534e-02
    442      -5.0110754e+00      -5.3478054e+00       2.4731244e-02
    443      -5.0121692e+00      -5.3470478e+00       2.4687020e-02
    444      -5.0133414e+00      -5.3462962e+00       2.4642856e-02
    445      -5.0145927e+00      -5.3455508e+00       2.4598750e-02
    446      -5.0157724e+00      -5.3448114e+00       2.4554707e-02
    447      -5.0171828e+00      -5.3440784e+00       2.4510711e-02
    448      -5.0188236e+00      -5.3433524e+00       2.4466750e-02
    449      -5.0205449e+00      -5.3426335e+00       2.4422819e-02
    450      -5.0220446e+00      -5.3419211e+00       2.4378934e-02
    451      -5.0239251e+00      -5.3412160e+00       2.4335073e-02
    452      -5.0257318e+00      -5.3405180e+00       2.4291242e-02
    453      -5.0277656e+00      -5.3398276e+00       2.4247428e-02
    454      -5.0295714e+00      -5.3391442e+00       2.4203648e-02
    455      -5.0316009e+00      -5.3384683e+00       2.4159889e-02
    456      -5.0338520e+00      -5.3378003e+00       2.4116141e-02
    457      -5.0357181e+00      -5.3371393e+00       2.4072428e-02
    458      -5.0381029e+00      -5.3364863e+00       2.4028721e-02
    459      -5.0403988e+00      -5.3358413e+00       2.3985028e-02
    460      -5.0421495e+00      -5.3352028e+00       2.3941382e-02
    461      -5.0444096e+00      -5.3345720e+00       2.3897757e-02
    462      -5.0471752e+00      -5.3339499e+00       2.3854125e-02
    463      -5.0495370e+00      -5.3333357e+00       2.3810513e-02
    464      -5.0519432e+00      -5.3327292e+00       2.3766919e-02
    465      -5.0545404e+00      -5.3321310e+00       2.3723335e-02
    466      -5.0576265e+00      -5.3315419e+00       2.3679739e-02
    467      -5.0605928e+00      -5.3309617e+00       2.3636140e-02
    468      -5.0634339e+00      -5.3303901e+00       2.3592547e-02
    469      -5.0661448e+00      -5.3298266e+00       2.3548970e-02
    470      -5.0691735e+00      -5.3292721e+00       2.3505395e-02
    471      -5.0717597e+00      -5.3287253e+00       2.3461847e-02
    472      -5.0743516e+00      -5.3281864e+00       2.3418329e-02
    473      -5.0772467e+00      -5.3276559e+00       2.3374827e-02
    474      -5.0798353e+00      -5.3271330e+00       2.3331360e-02
    475      -5.0827179e+00      -5.3266185e+00       2.3287914e-02
    476      -5.0855878e+00      -5.3261121e+00       2.3244495e-02
    477      -5.0882883e+00      -5.3256135e+00       2.3201111e-02
    478      -5.0908156e+00      -5.3251223e+00       2.3157772e-02
    479      -5.0936180e+00      -5.3246390e+00       2.3114469e-02
    480      -5.0963889e+00      -5.3241635e+00       2.3071204e-02
    481      -5.0989741e+00      -5.3236953e+00       2.3027989e-02
    482      -5.1013700e+00      -5.3232341e+00       2.2984832e-02
    483      -5.1040263e+00      -5.3227802e+00       2.2941725e-02
    484      -5.1066365e+00      -5.3223336e+00       2.2898671e-02
    485      -5.1093491e+00      -5.3218945e+00       2.2855667e-02
    486      -5.1117073e+00      -5.3214620e+00       2.2812731e-02
    487      -5.1143123e+00      -5.3210367e+00       2.2769852e-02
    488      -5.1168595e+00      -5.3206183e+00       2.2727037e-02
    489      -5.1190445e+00      -5.3202060e+00       2.2684298e-02
    490      -5.1210165e+00      -5.3197995e+00       2.2641646e-02
    491      -5.1235290e+00      -5.3193998e+00       2.2599061e-02
    492      -5.1258256e+00      -5.3190064e+00       2.2556552e-02
    493      -5.1276025e+00      -5.3186181e+00       2.2514140e-02
    494      -5.1293120e+00      -5.3182349e+00       2.2471825e-02
    495      -5.1309532e+00      -5.3178566e+00       2.2429613e-02
    496      -5.1325257e+00      -5.3174829e+00       2.2387504e-02
    497      -5.1341797e+00      -5.3171141e+00       2.2345496e-02
    498      -5.1356128e+00      -5.3167496e+00       2.2303598e-02
    499      -5.1369762e+00      -5.3163894e+00       2.2261811e-02
    500      -5.1381199e+00      -5.3160328e+00       2.2220142e-02
    501      -5.1396481e+00      -5.3156808e+00       2.2178579e-02
    502      -5.1409566e+00      -5.3153327e+00       2.2137130e-02
    503      -5.1421972e+00      -5.3149885e+00       2.2095795e-02
    504      -5.1435225e+00      -5.3146483e+00       2.2054574e-02
    505      -5.1447815e+00      -5.3143119e+00       2.2013466e-02
    506      -5.1456737e+00      -5.3139786e+00       2.1972484e-02
    507      -5.1466535e+00      -5.3136486e+00       2.1931624e-02
    508      -5.1475708e+00      -5.3133217e+00       2.1890888e-02
    509      -5.1485777e+00      -5.3129980e+00       2.1850273e-02
    510      -5.1493732e+00      -5.3126772e+00       2.1809785e-02
    511      -5.1502609e+00      -5.3123593e+00       2.1769420e-02
    512      -5.1510918e+00      -5.3120444e+00       2.1729180e-02
    513      -5.1514144e+00      -5.3117312e+00       2.1689079e-02
    514      -5.1524394e+00      -5.3114213e+00       2.1649096e-02
    515      -5.1528080e+00      -5.3111134e+00       2.1609250e-02
    516      -5.1535809e+00      -5.3108081e+00       2.1569528e-02
    517      -5.1540029e+00      -5.3105048e+00       2.1529940e-02
    518      -5.1543774e+00      -5.3102034e+00       2.1490486e-02
    519      -5.1547070e+00      -5.3099037e+00       2.1451167e-02
    520      -5.1548423e+00      -5.3096056e+00       2.1411987e-02
    521      -5.1550866e+00      -5.3093090e+00       2.1372943e-02
    522      -5.1549889e+00      -5.3090133e+00       2.1334043e-02
    523      -5.1550041e+00      -5.3087189e+00       2.1295284e-02
    524      -5.1551342e+00      -5.3084258e+00       2.1256661e-02
    525      -5.1552288e+00      -5.3081340e+00       2.1218175e-02
    526      -5.1551382e+00      -5.3078431e+00       2.1179829e-02
    527      -5.1550156e+00      -5.3075531e+00       2.1141625e-02
    528      -5.1550133e+00      -5.3072642e+00       2.1103558e-02
    529      -5.1549817e+00      -5.3069763e+00       2.1065628e-02
    530      -5.1546212e+00      -5.3066889e+00       2.1027843e-02
    531      -5.1545369e+00      -5.3064023e+00       2.0990195e-02
    532      -5.1545783e+00      -5.3061169e+00       2.0952679e-02
    533      -5.1544449e+00      -5.3058324e+00       2.0915301e-02
    534      -5.1541380e+00      -5.3055483e+00       2.0878063e-02
    535      -5.1539604e+00      -5.3052650e+00       2.0840961e-02
    536      -5.1539134e+00      -5.3049826e+00       2.0803991e-02
    537      -5.1536962e+00      -5.3047009e+00       2.0767158e-02
    538      -5.1539139e+00      -5.3044206e+00       2.0730448e-02
    539      -5.1536618e+00      -5.3041409e+00       2.0693874e-02
    540      -5.1533935e+00      -5.3038617e+00       2.0657435e-02
    541      -5.1528071e+00      -5.3035825e+00       2.0621138e-02
    542      -5.1522061e+00      -5.3033032e+00       2.0584983e-02
    543      -5.1515914e+00      -5.3030238e+00       2.0548969e-02
    544      -5.1512651e+00      -5.3027449e+00       2.0513089e-02
    545      -5.1510767e+00      -5.3024666e+00       2.0477338e-02
    546      -5.1508757e+00      -5.3021889e+00       2.0441715e-02
    547      -5.1506630e+00      -5.3019119e+00       2.0406222e-02
    548      -5.1499864e+00      -5.3016347e+00       2.0370867e-02
    549      -5.1496020e+00      -5.3013578e+00       2.0335644e-02
    550      -5.1490553e+00      -5.3010808e+00       2.0300555e-02
    551      -5.1480455e+00      -5.3008031e+00       2.0265612e-02
    552      -5.1477813e+00      -5.3005259e+00       2.0230795e-02
    553      -5.1473556e+00      -5.3002489e+00       2.0196107e-02
    554      -5.1467685e+00      -5.2999719e+00       2.0161552e-02
    555      -5.1461721e+00      -5.2996948e+00       2.0127130e-02
    556      -5.1458678e+00      -5.2994181e+00       2.0092831e-02
    557      -5.1455534e+00      -5.2991419e+00       2.0058657e-02
    558      -5.1449261e+00      -5.2988655e+00       2.0024613e-02
    559      -5.1447411e+00      -5.2985898e+00       1.9990689e-02
    560      -5.1443945e+00      -5.2983144e+00       1.9956887e-02
    561      -5.1441879e+00      -5.2980397e+00       1.9923205e-02
    562      -5.1436675e+00      -5.2977650e+00       1.9889648e-02
    563      -5.1432861e+00      -5.2974906e+00       1.9856212e-02
    564      -5.1428920e+00      -5.2972165e+00       1.9822898e-02
    565      -5.1421831e+00      -5.2969421e+00       1.9789712e-02
    566      -5.1413107e+00      -5.2966671e+00       1.9756658e-02
    567      -5.1404250e+00      -5.2963916e+00       1.9723736e-02
    568      -5.1396759e+00      -5.2961157e+00       1.9690941e-02
    569      -5.1392138e+00      -5.2958399e+00       1.9658265e-02
    570      -5.1382827e+00      -5.2955635e+00       1.9625720e-02
    571      -5.1379399e+00      -5.2952875e+00       1.9593291e-02
    572      -5.1372789e+00      -5.2950112e+00       1.9560984e-02
    573      -5.1364496e+00      -5.2947345e+00       1.9528803e-02
    574      -5.1357532e+00      -5.2944575e+00       1.9496745e-02
    575      -5.1348862e+00      -5.2941800e+00       1.9464812e-02
    576      -5.1341502e+00      -5.2939022e+00       1.9433002e-02
    577      -5.1335444e+00      -5.2936243e+00       1.9401310e-02
    578      -5.1324636e+00      -5.2933454e+00       1.9369747e-02
    579      -5.1315127e+00      -5.2930659e+00       1.9338310e-02
    580      -5.1308414e+00      -5.2927862e+00       1.9306990e-02
    581      -5.1298442e+00      -5.2925058e+00       1.9275797e-02
    582      -5.1291247e+00      -5.2922251e+00       1.9244721e-02
    583      -5.1279270e+00      -5.2919432e+00       1.9213774e-02
    584      -5.1273088e+00      -5.2916613e+00       1.9182942e-02
    585      -5.1262125e+00      -5.2913785e+00       1.9152235e-02
    586      -5.1256936e+00      -5.2910958e+00       1.9121639e-02
    587      -5.1246940e+00      -5.2908123e+00       1.9091165e-02
    588      -5.1233647e+00      -5.2905275e+00       1.9060821e-02
    589      -5.1223089e+00      -5.2902419e+00       1.9030599e-02
    590      -5.1210732e+00      -5.2899552e+00       1.9000504e-02
    591      -5.1201105e+00      -5.2896678e+00       1.8970527e-02
    592      -5.1186659e+00      -5.2893790e+00       1.8940681e-02
    593      -5.1174940e+00      -5.2890891e+00       1.8910959e-02
    594      -5.1162927e+00      -5.2887982e+00       1.8881359e-02
    595      -5.1150614e+00      -5.2885062e+00       1.8851884e-02
    596      -5.1138009e+00      -5.2882131e+00       1.8822532e-02
    597      -5.1125107e+00      -5.2879188e+00       1.8793304e-02
    598      -5.1108891e+00      -5.2876227e+00       1.8764209e-02
    599      -5.1093893e+00      -5.2873252e+00       1.8735242e-02
    600      -5.1080116e+00      -5.2870263e+00       1.8706400e-02
    601      -5.1066054e+00      -5.2867261e+00       1.8677683e-02
    602      -5.1051716e+00      -5.2864245e+00       1.8649092e-02
    603      -5.1037106e+00      -5.2861215e+00       1.8620626e-02
    604      -5.1020720e+00      -5.2858168e+00       1.8592290e-02
    605      -5.1007097e+00      -5.2855109e+00       1.8564077e-02
    606      -5.0991709e+00      -5.2852034e+00       1.8535989e-02
    607      -5.0973067e+00      -5.2848938e+00       1.8508037e-02
    608      -5.0957218e+00      -5.2845827e+00       1.8480211e-02
    609      -5.0939636e+00      -5.2842697e+00       1.8452516e-02
    610      -5.0921843e+00      -5.2839548e+00       1.8424953e-02
    611      -5.0908386e+00      -5.2836387e+00       1.8397508e-02
    612      -5.0891725e+00      -5.2833210e+00       1.8370191e-02
    613      -5.0874885e+00      -5.2830015e+00       1.8343001e-02
    614      -5.0854855e+00      -5.2826798e+00       1.8315947e-02
    615      -5.0837700e+00      -5.2823564e+00       1.8289020e-02
    616      -5.0820404e+00      -5.2820312e+00       1.8262221e-02
    617      -5.0802974e+00      -5.2817042e+00       1.8235549e-02
    618      -5.0783911e+00      -5.2813752e+00       1.8209009e-02
    619      -5.0763240e+00      -5.2810440e+00       1.8182605e-02
    620      -5.0742483e+00      -5.2807104e+00       1.8156337e-02
    621      -5.0721647e+00      -5.2803746e+00       1.8130206e-02
    622      -5.0705271e+00      -5.2800372e+00       1.8104196e-02
    623      -5.0685810e+00      -5.2796978e+00       1.8078318e-02
    624      -5.0670843e+00      -5.2793571e+00       1.8052557e-02
    625      -5.0654326e+00      -5.2790148e+00       1.8026917e-02
    626      -5.0634752e+00      -5.2786705e+00       1.8001408e-02
    627      -5.0618174e+00      -5.2783246e+00       1.7976020e-02
    628      -5.0597047e+00      -5.2779765e+00       1.7950766e-02
    629      -5.0578926e+00      -5.2776266e+00       1.7925637e-02
    630      -5.0560795e+00      -5.2772750e+00       1.7900633e-02
    631      -5.0544170e+00      -5.2769218e+00       1.7875748e-02
    632      -5.0526035e+00      -5.2765668e+00       1.7850987e-02
    633      -5.0509411e+00      -5.2762104e+00       1.7826345e-02
    634      -5.0492788e+00      -5.2758525e+00       1.7801821e-02
    635      -5.0473148e+00      -5.2754926e+00       1.7777424e-02
    636      -5.0452000e+00      -5.2751305e+00       1.7753159e-02
    637      -5.0435384e+00      -5.2747669e+00       1.7729012e-02
    638      -5.0415748e+00      -5.2744014e+00       1.7704991e-02
    639      -5.0400646e+00      -5.2740347e+00       1.7681081e-02
    640      -5.0384028e+00      -5.2736665e+00       1.7657287e-02
    641      -5.0364381e+00      -5.2732964e+00       1.7633619e-02
    642      -5.0346236e+00      -5.2729247e+00       1.7610070e-02
    643      -5.0326560e+00      -5.2725510e+00       1.7586647e-02
    644      -5.0305350e+00      -5.2721752e+00       1.7563353e-02
    645      -5.0285627e+00      -5.2717975e+00       1.7540184e-02
    646      -5.0267383e+00      -5.2714181e+00       1.7517133e-02
    647      -5.0252129e+00      -5.2710376e+00       1.7494192e-02
    648      -5.0229282e+00      -5.2706547e+00       1.7471384e-02
    649      -5.0210930e+00      -5.2702702e+00       1.7448695e-02
    650      -5.0192531e+00      -5.2698840e+00       1.7426124e-02
    651      -5.0175602e+00      -5.2694964e+00       1.7403665e-02
    652      -5.0157117e+00      -5.2691072e+00       1.7381325e-02
    653      -5.0138577e+00      -5.2687163e+00       1.7359102e-02
    654      -5.0118482e+00      -5.2683235e+00       1.7337002e-02
    655      -5.0102861e+00      -5.2679296e+00       1.7315008e-02
    656      -5.0084165e+00      -5.2675340e+00       1.7293132e-02
    657      -5.0068451e+00      -5.2671372e+00       1.7271362e-02
    658      -5.0051181e+00      -5.2667390e+00       1.7249704e-02
    659      -5.0032357e+00      -5.2663391e+00       1.7228162e-02
    660      -5.0015008e+00      -5.2659379e+00       1.7206731e-02
    661      -4.9996120e+00      -5.2655349e+00       1.7185416e-02
    662      -4.9978717e+00      -5.2651306e+00       1.7164212e-02
