COST_FUNCTION:      MEAN_COST_FUNCTION:
    2.1009600                7.4263678
    2.1009600                7.9777512
    2.1009600                6.4946560
    2.1009600                6.0802680
    2.1009600                6.1954885
    2.1009600                5.8936221
    2.1009600                5.6772911
    2.1009600                5.3686848
    2.1009600                5.8124336
    2.1009600                5.9526004
    2.1009600                6.8987115
    2.1009600                5.9746317
    2.1009600                6.5966337
    2.1009600                5.6254533
    2.1009600                6.1069594
    2.1009600                6.7018223
    2.1009600                6.4587569
    2.1009600                6.1348196
    2.1009600                5.6975924
    2.1009600                6.4044675
    2.1009600                6.9698599
    2.1009600                6.7572155
    2.1009600                4.8196801
    2.1009600                6.4966271
    2.1009600                7.0556296
    2.1009600                6.1979898
    2.1009600                6.4847239
    2.1009600                5.3641817
    2.1009600                5.7602336
    2.1009600                5.9631913
    2.1009600                5.3740746
    2.1009600                5.9544527
    2.1009600                5.8318809
    2.1009600                7.3685834
    2.1009600                6.2254836
    2.1009600                6.7425238
    2.1009600                7.0123828
