            MU:         SIGMA:                <H>:              ERROR:
      0.5000000      0.7600000          -0.2653504           0.0022160
      0.5000000      0.7760000          -0.2677168           0.0014286
      0.5000000      0.7920000          -0.2723398           0.0014241
      0.5000000      0.8080000          -0.2750282           0.0018137
      0.5000000      0.8240000          -0.2762963           0.0018886
      0.5000000      0.8400000          -0.2761895           0.0022295
      0.5000000      0.8560000          -0.2740251           0.0017772
      0.5000000      0.8720000          -0.2722161           0.0027655
      0.5000000      0.8880000          -0.2675684           0.0027893
      0.5000000      0.9040000          -0.2633765           0.0035356
      0.5000000      0.9200000          -0.2574122           0.0025861
      0.5000000      0.9360000          -0.2470571           0.0025424
      0.5000000      0.9520000          -0.2371703           0.0029682
      0.5000000      0.9680000          -0.2268441           0.0030326
      0.5000000      0.9840000          -0.2159404           0.0034815
      0.5000000      1.0000000          -0.2030742           0.0047855
      0.5200000      0.2000000           5.5316120           0.0301961
      0.5200000      0.2160000           4.5326458           0.0211867
      0.5200000      0.2320000           3.7342057           0.0132194
      0.5200000      0.2480000           3.0130347           0.0176873
      0.5200000      0.2640000           2.4282878           0.0127155
      0.5200000      0.2800000           1.8836791           0.0124069
      0.5200000      0.2960000           1.4718576           0.0108178
      0.5200000      0.3120000           1.1313455           0.0067294
      0.5200000      0.3280000           0.8532867           0.0102300
      0.5200000      0.3440000           0.6274605           0.0076615
      0.5200000      0.3600000           0.4462939           0.0060113
      0.5200000      0.3760000           0.3137126           0.0064466
      0.5200000      0.3920000           0.1991174           0.0028698
      0.5200000      0.4080000           0.1246037           0.0025224
      0.5200000      0.4240000           0.0555339           0.0027535
      0.5200000      0.4400000           0.0074769           0.0033457
      0.5200000      0.4560000          -0.0365935           0.0018749
      0.5200000      0.4720000          -0.0714044           0.0025785
      0.5200000      0.4880000          -0.0941304           0.0020426
      0.5200000      0.5040000          -0.1166982           0.0018087
      0.5200000      0.5200000          -0.1347590           0.0018910
      0.5200000      0.5360000          -0.1542952           0.0017437
      0.5200000      0.5520000          -0.1688936           0.0012517
      0.5200000      0.5680000          -0.1800914           0.0010420
      0.5200000      0.5840000          -0.1929856           0.0011421
      0.5200000      0.6000000          -0.2037061           0.0011635
      0.5200000      0.6160000          -0.2129992           0.0010495
      0.5200000      0.6320000          -0.2251027           0.0019800
      0.5200000      0.6480000          -0.2325558           0.0016465
      0.5200000      0.6640000          -0.2412680           0.0018527
      0.5200000      0.6800000          -0.2503814           0.0018113
      0.5200000      0.6960000          -0.2566464           0.0013901
      0.5200000      0.7120000          -0.2593927           0.0013011
      0.5200000      0.7280000          -0.2706050           0.0012515
      0.5200000      0.7440000          -0.2739538           0.0011855
      0.5200000      0.7600000          -0.2779843           0.0017289
      0.5200000      0.7760000          -0.2806008           0.0011982
      0.5200000      0.7920000          -0.2854662           0.0016338
      0.5200000      0.8080000          -0.2824780           0.0018741
      0.5200000      0.8240000          -0.2868404           0.0013910
      0.5200000      0.8400000          -0.2807651           0.0019732
      0.5200000      0.8560000          -0.2820635           0.0011442
      0.5200000      0.8720000          -0.2741412           0.0030072
      0.5200000      0.8880000          -0.2728535           0.0031740
      0.5200000      0.9040000          -0.2620537           0.0021792
      0.5200000      0.9200000          -0.2497736           0.0021506
      0.5200000      0.9360000          -0.2482267           0.0038089
      0.5200000      0.9520000          -0.2348262           0.0030075
      0.5200000      0.9680000          -0.2262801           0.0039375
      0.5200000      0.9840000          -0.2092389           0.0039079
      0.5200000      1.0000000          -0.1874997           0.0045924
      0.5400000      0.2000000           5.5392901           0.0236301
      0.5400000      0.2160000           4.5792437           0.0230172
      0.5400000      0.2320000           3.7665306           0.0135583
      0.5400000      0.2480000           3.1015940           0.0112317
      0.5400000      0.2640000           2.4818468           0.0143997
      0.5400000      0.2800000           1.9442543           0.0163301
      0.5400000      0.2960000           1.5465780           0.0075676
      0.5400000      0.3120000           1.1586924           0.0102864
      0.5400000      0.3280000           0.8939873           0.0081224
      0.5400000      0.3440000           0.6652976           0.0050614
      0.5400000      0.3600000           0.4742773           0.0056176
      0.5400000      0.3760000           0.3261194           0.0037447
      0.5400000      0.3920000           0.2101332           0.0025238
      0.5400000      0.4080000           0.1094750           0.0041769
      0.5400000      0.4240000           0.0382633           0.0031915
      0.5400000      0.4400000          -0.0176951           0.0017260
      0.5400000      0.4560000          -0.0629297           0.0022879
      0.5400000      0.4720000          -0.0980298           0.0020621
      0.5400000      0.4880000          -0.1275057           0.0011520
      0.5400000      0.5040000          -0.1510954           0.0025431
      0.5400000      0.5200000          -0.1684778           0.0011051
