            MU:         SIGMA:                <H>:              ERROR:
      0.9900000      0.5600000          -0.2754100           0.0013794
      0.9900000      0.5700000          -0.2855263           0.0010561
      0.9900000      0.5800000          -0.2888413           0.0013416
      0.9900000      0.5900000          -0.2950405           0.0009652
      0.9900000      0.6000000          -0.2970523           0.0012193
      0.9900000      0.6100000          -0.2956810           0.0019798
      0.9900000      0.6200000          -0.2946041           0.0016294
      0.9900000      0.6300000          -0.2869598           0.0014957
      0.9900000      0.6400000          -0.2799344           0.0021021
      0.9900000      0.6500000          -0.2717168           0.0023267
      0.9900000      0.6600000          -0.2596542           0.0021876
      0.9900000      0.6700000          -0.2467607           0.0023069
      0.9900000      0.6800000          -0.2424458           0.0028133
      0.9900000      0.6900000          -0.2248352           0.0021718
      0.9900000      0.7000000          -0.2093172           0.0025253
      0.9900000      0.7100000          -0.1919638           0.0024154
      0.9900000      0.7200000          -0.1745776           0.0026643
      0.9900000      0.7300000          -0.1544542           0.0034346
      0.9900000      0.7400000          -0.1329205           0.0048646
      0.9900000      0.7500000          -0.1096394           0.0038491
      0.9900000      0.7600000          -0.0867145           0.0028798
      0.9900000      0.7700000          -0.0645311           0.0029193
      0.9900000      0.7800000          -0.0438788           0.0038247
      0.9900000      0.7900000          -0.0126487           0.0042570
      0.9900000      0.8000000           0.0092139           0.0035511
      1.0000000      0.4000000           0.3227832           0.0042821
      1.0000000      0.4100000           0.2617178           0.0056935
      1.0000000      0.4200000           0.1968187           0.0048198
      1.0000000      0.4300000           0.1414784           0.0030771
      1.0000000      0.4400000           0.0905182           0.0031024
      1.0000000      0.4500000           0.0402488           0.0028011
      1.0000000      0.4600000          -0.0054355           0.0026085
      1.0000000      0.4700000          -0.0435332           0.0026648
      1.0000000      0.4800000          -0.0813782           0.0020960
      1.0000000      0.4900000          -0.1159476           0.0015916
      1.0000000      0.5000000          -0.1461703           0.0024649
      1.0000000      0.5100000          -0.1732450           0.0024463
      1.0000000      0.5200000          -0.1953399           0.0011974
      1.0000000      0.5300000          -0.2188703           0.0017534
      1.0000000      0.5400000          -0.2317148           0.0011148
      1.0000000      0.5500000          -0.2467256           0.0011272
      1.0000000      0.5600000          -0.2586278           0.0010784
      1.0000000      0.5700000          -0.2657710           0.0011349
      1.0000000      0.5800000          -0.2747009           0.0013163
      1.0000000      0.5900000          -0.2762260           0.0013480
      1.0000000      0.6000000          -0.2785238           0.0013264
      1.0000000      0.6100000          -0.2803815           0.0015564
      1.0000000      0.6200000          -0.2766229           0.0009547
      1.0000000      0.6300000          -0.2721509           0.0022668
      1.0000000      0.6400000          -0.2685837           0.0021629
      1.0000000      0.6500000          -0.2625515           0.0018861
      1.0000000      0.6600000          -0.2489819           0.0027246
      1.0000000      0.6700000          -0.2320189           0.0025786
      1.0000000      0.6800000          -0.2253923           0.0022725
      1.0000000      0.6900000          -0.2004322           0.0035173
      1.0000000      0.7000000          -0.1852026           0.0021607
      1.0000000      0.7100000          -0.1674154           0.0036172
      1.0000000      0.7200000          -0.1520270           0.0041138
      1.0000000      0.7300000          -0.1363685           0.0054832
      1.0000000      0.7400000          -0.1182071           0.0029202
      1.0000000      0.7500000          -0.0869989           0.0057063
      1.0000000      0.7600000          -0.0677302           0.0037278
      1.0000000      0.7700000          -0.0436038           0.0050184
      1.0000000      0.7800000          -0.0199215           0.0061406
      1.0000000      0.7900000           0.0108989           0.0072792
      1.0000000      0.8000000           0.0347015           0.0054029
