#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     598     0.24    -0.02    -1.76     1.78
     599     0.24    -0.02    -1.76     1.78
     600     1.03     0.74    -1.36     1.86
     601     1.03     0.74    -1.36     1.86
     602     0.38     0.49    -1.36     1.49
     603     0.38     0.49    -1.36     1.49
     604     0.51     1.56    -1.50     2.22
     605     1.46     0.59    -1.30     2.05
     606     1.57     0.78    -0.87     1.95
     607     0.87     0.18    -1.02     1.35
     608     0.87     0.18    -1.02     1.35
     609     0.58    -0.61    -0.29     0.89
     610     0.58    -0.61    -0.29     0.89
     611    -0.42    -0.34    -0.87     1.03
     612    -0.42    -0.34    -0.87     1.03
     613    -0.42    -0.34    -0.87     1.03
     614    -0.42    -0.34    -0.87     1.03
     615    -0.27    -0.90     0.24     0.97
     616    -0.27    -0.90     0.24     0.97
     617    -0.87    -0.19    -0.27     0.93
     618    -0.87    -0.19    -0.27     0.93
     619    -0.87    -0.19    -0.27     0.93
     620    -0.87    -0.19    -0.27     0.93
     621    -0.87    -0.19    -0.27     0.93
     622    -0.92    -0.27     0.07     0.96
     623    -0.33     0.52    -0.26     0.67
     624    -0.33     0.52    -0.26     0.67
     625    -0.33     0.52    -0.26     0.67
     626    -0.33     0.52    -0.26     0.67
     627    -0.33     0.52    -0.26     0.67
     628    -0.33     0.52    -0.26     0.67
     629    -0.33     0.52    -0.26     0.67
     630    -0.33     0.52    -0.26     0.67
     631    -0.04     0.36    -0.07     0.37
     632    -0.04     0.36    -0.07     0.37
     633    -0.04     0.36    -0.07     0.37
     634    -0.04     0.36    -0.07     0.37
     635     0.88    -0.69    -0.55     1.24
     636     1.95     0.29    -0.09     1.97
     637     1.95     0.29    -0.09     1.97
     638     2.48    -0.04     0.06     2.48
     639     2.39     0.93    -0.39     2.59
     640     2.39     0.93    -0.39     2.59
     641     1.43    -0.17     0.79     1.65
     642     1.43    -0.17     0.79     1.65
     643     1.43    -0.17     0.79     1.65
     644     0.25    -0.60     0.56     0.85
     645     0.61    -0.92     0.10     1.11
     646    -0.35    -1.20     0.47     1.33
     647    -1.46    -0.26    -0.31     1.51
     648    -1.04     0.35     0.17     1.11
     649    -1.04     0.35     0.17     1.11
     650    -0.31     0.58     0.01     0.66
     651    -0.31     0.58     0.01     0.66
     652    -0.31     0.58     0.01     0.66
     653    -0.31     0.58     0.01     0.66
     654    -0.31     0.58     0.01     0.66
     655     0.71    -0.29     0.03     0.76
     656     0.48    -0.67     0.04     0.82
     657    -0.09    -1.83    -0.04     1.83
     658    -0.19    -2.03     1.04     2.29
     659    -0.19    -2.03     1.04     2.29
     660    -0.19    -2.03     1.04     2.29
     661    -1.30    -1.41     0.63     2.01
     662    -0.77    -0.64    -0.46     1.10
     663     0.14    -0.60     0.66     0.91
     664     0.14    -0.60     0.66     0.91
     665     0.14    -0.60     0.66     0.91
     666     0.14    -0.60     0.66     0.91
     667     0.14    -0.60     0.66     0.91
     668     0.14    -0.60     0.66     0.91
