#NUM_PART   XCOORD   YCOORD   ZCOORD     DIST
     570     0.07     0.15    -0.02     0.17
     571     0.07     0.15    -0.02     0.17
     572     0.07     0.15    -0.02     0.17
     573     0.07     0.15    -0.02     0.17
     574     0.07     0.15    -0.02     0.17
     575     0.07     0.15    -0.02     0.17
     576     0.07     0.15    -0.02     0.17
     577     0.40     0.44     0.14     0.61
     578     0.82    -0.13    -0.84     1.18
     579     0.82    -0.13    -0.84     1.18
     580     0.82    -0.13    -0.84     1.18
     581     0.82    -0.13    -0.84     1.18
     582     0.82    -0.13    -0.84     1.18
     583     1.96     0.60     0.35     2.08
     584     1.96     0.60     0.35     2.08
     585     2.41     0.63     0.77     2.60
     586     2.41     0.63     0.77     2.60
     587     2.19     1.35    -0.15     2.57
     588     2.19     1.35    -0.15     2.57
     589     2.88     0.62     0.93     3.09
     590     2.74     0.82    -0.14     2.86
     591     2.74     0.82    -0.14     2.86
     592     2.08    -0.17    -0.72     2.21
     593     2.08    -0.17    -0.72     2.21
     594     1.55     0.59    -1.64     2.33
     595     1.55     0.59    -1.64     2.33
     596     1.55     0.59    -1.64     2.33
     597     0.63    -0.18    -2.36     2.45
     598     0.63    -0.18    -2.36     2.45
     599     0.63    -0.18    -2.36     2.45
     600     1.43     0.58    -1.96     2.49
     601     1.43     0.58    -1.96     2.49
     602     0.77     0.32    -1.96     2.13
     603    -0.01     1.50    -1.74     2.29
     604    -0.01     1.50    -1.74     2.29
     605     0.94     0.53    -1.54     1.88
     606     1.04     0.72    -1.11     1.68
     607     0.34     0.12    -1.26     1.31
     608     0.34     0.12    -1.26     1.31
     609     0.06    -0.67    -0.53     0.86
     610     0.06    -0.67    -0.53     0.86
     611    -0.95    -0.41    -1.11     1.52
     612    -0.95    -0.41    -1.11     1.52
     613    -0.53     0.11    -1.50     1.59
     614    -0.53     0.11    -1.50     1.59
     615    -0.37    -0.44    -0.38     0.69
     616    -0.37    -0.44    -0.38     0.69
     617    -0.37    -0.44    -0.38     0.69
     618    -0.37    -0.44    -0.38     0.69
     619    -0.37    -0.44    -0.38     0.69
     620    -0.37    -0.44    -0.38     0.69
     621    -0.37    -0.44    -0.38     0.69
     622    -0.42    -0.53    -0.05     0.68
     623     0.17     0.27    -0.37     0.49
     624     0.17     0.27    -0.37     0.49
     625     0.17     0.27    -0.37     0.49
     626     0.17     0.27    -0.37     0.49
     627     0.17     0.27    -0.37     0.49
     628     0.17     0.27    -0.37     0.49
     629     0.17     0.27    -0.37     0.49
     630     0.17     0.27    -0.37     0.49
     631     0.46     0.11    -0.19     0.51
     632     0.46     0.11    -0.19     0.51
     633     0.46     0.11    -0.19     0.51
     634     0.46     0.11    -0.19     0.51
     635     1.38    -0.94    -0.67     1.79
     636     2.45     0.04    -0.21     2.46
     637     2.45     0.04    -0.21     2.46
     638     2.98    -0.29    -0.06     2.99
     639     2.89     0.68    -0.50     3.01
     640     2.89     0.68    -0.50     3.01
     641     1.93    -0.42     0.67     2.09
     642     1.93    -0.42     0.67     2.09
     643     1.93    -0.42     0.67     2.09
     644     0.74    -0.85     0.44     1.21
     645     1.11    -1.18    -0.02     1.62
     646     0.15    -1.45     0.35     1.50
     647    -0.96    -0.52    -0.43     1.17
     648    -0.54     0.09     0.05     0.55
     649    -0.54     0.09     0.05     0.55
     650     0.19     0.33    -0.11     0.39
     651     0.19     0.33    -0.11     0.39
     652     0.19     0.33    -0.11     0.39
     653     0.19     0.33    -0.11     0.39
     654     0.19     0.33    -0.11     0.39
     655     0.19     0.33    -0.11     0.39
     656    -0.03    -0.05    -0.09     0.11
     657    -0.61    -1.21    -0.18     1.37
     658    -0.70    -1.42     0.91     1.82
     659    -0.70    -1.42     0.91     1.82
     660    -0.70    -1.42     0.91     1.82
     661    -1.81    -0.79     0.49     2.04
     662    -1.28    -0.03    -0.60     1.42
     663    -0.37     0.01     0.53     0.65
     664    -0.37     0.01     0.53     0.65
     665    -0.37     0.01     0.53     0.65
     666    -0.48    -0.88     1.59     1.88
     667     0.04    -1.40     0.60     1.53
     668     0.04    -1.40     0.60     1.53
     669    -0.32    -0.33     0.90     1.01
     670    -0.32    -0.33     0.90     1.01
     671    -0.44     0.38     1.64     1.74
     672    -0.54    -0.51     1.05     1.29
     673    -0.47    -0.56     0.11     0.74
     674    -0.47    -0.56     0.11     0.74
     675    -1.09    -1.33    -1.01     1.99
     676    -0.89    -1.62    -1.78     2.56
     677     0.10    -0.68    -0.59     0.91
     678     0.10    -0.68    -0.59     0.91
     679     0.47    -1.43     0.21     1.52
     680     0.83    -0.72    -0.92     1.43
     681    -0.07    -0.90    -0.50     1.03
     682    -0.07    -0.90    -0.50     1.03
