COST_FUNCTION:      MEAN_COST_FUNCTION:
   83.4815995              309.4961655
   84.1315442              313.7088882
   84.1315442              316.9248664
   83.4815995              311.5435838
   84.1315442              317.3131138
   83.4815995              314.6836205
   84.1315442              311.7029661
   84.1315442              312.2118428
   84.1315442              317.4107460
   84.0132382              312.7828342
   83.4815995              311.2571629
   83.4815995              325.0605655
   83.7890809              314.3804106
   83.4815995              318.3842942
   83.4815995              316.6501763
   83.7890809              316.7725260
   83.4815995              317.9692917
   83.4122400              317.4402063
   83.4122400              315.3937710
   83.4815995              312.4059332
   82.4311255              318.5299711
   83.0322765              312.2522427
   83.3176124              311.0547488
   83.7890809              317.5051884
   83.4815995              321.8846514
   83.4283449              315.5494538
   82.4311255              313.5555210
   83.3176124              308.9006353
   83.4815995              309.8316695
   83.4283449              307.6967363
   83.0322765              307.7770033
   83.4815995              309.5382499
   82.4091978              315.2532374
   82.7136649              314.9761804
   83.4283449              313.0052713
   83.4129079              315.3026229
   83.4283449              310.4527012
   83.0322765              311.7904584
   83.4129079              313.3408789
   82.4091978              311.0699250
   83.3218905              311.2153794
   83.0322765              310.8732971
   82.9988345              310.9383460
   81.8987107              313.0637702
   82.7136649              306.3419900
   83.0322765              311.9281508
   83.4129079              319.5251002
   80.5468497              313.8367754
   81.8987107              311.0965047
   82.6936038              319.6210255
   80.5468497              308.7674558
   82.6936038              316.4330532
   83.0322765              305.7018822
   82.5948018              312.9925626
   81.8987107              309.7346561
   82.7136649              304.5486266
   81.7733627              315.9296363
   81.8987107              311.0912403
   81.7733627              313.8692278
   81.8987107              311.5199517
   82.6936038              314.2257933
   82.5948018              315.2701777
   81.8987107              314.0899629
   82.6936038              306.6100910
   81.8987107              300.0093865
   82.6936038              320.2293792
   81.7733627              311.3632137
   81.7733627              307.4828418
   81.8987107              300.6100136
   81.7733627              304.2097600
   81.8987107              306.0921640
   81.8987107              306.6899465
   81.8274370              307.5151136
   81.8274370              316.8120299
   81.7733627              319.7927100
   81.8274370              312.7131981
   82.4836256              321.4836168
   81.7733627              308.4339025
   81.4421598              311.5245059
   81.4421598              315.4178847
   81.8987107              322.8435613
   81.8274370              318.0548649
   81.8819765              314.9774689
   81.7733627              314.1659135
   81.8274370              315.0052040
   81.7733627              318.4127292
   81.8274370              306.9212630
   81.7733627              307.0915755
   81.6942677              308.8383962
   80.7228556              310.2254512
   81.3708860              311.5584436
   81.8274370              305.8080202
   80.7228556              306.0931981
   81.1140419              313.2902494
   81.3708860              314.3117180
   81.6942677              310.5020703
   81.1140419              308.7429769
   81.3590012              315.7175591
   81.6942677              316.4286433
   81.1140419              315.3602314
   81.3708860              305.6162357
   81.1140419              314.6313060
   81.4421598              307.0063232
   81.4421598              311.0012518
   81.1140419              308.2190367
   81.3590012              314.1939652
   81.3708860              316.7568477
   81.1140419              314.2451508
   81.1140419              309.4108129
   81.3590012              310.7131592
   79.0825539              304.0746843
   81.3708860              314.7465461
   81.0946450              312.0631286
   81.4421598              318.5216476
   81.4421598              316.4729972
   81.1140419              316.5030558
   81.1140419              314.4205706
   81.0946450              312.1898973
   79.0825539              308.7749294
   81.1140419              303.6150359
   81.1140419              308.5477011
   81.0118037              303.4084959
   81.1140419              304.0922133
   80.6024804              313.6208271
   80.6024804              309.7388984
   81.0118037              304.1406969
   81.1140419              309.6180138
   81.1140419              308.3121186
   81.1140419              307.9761044
   81.1140419              310.7530524
   81.0937743              311.9697256
   81.1140419              317.2941575
   79.2883026              312.0910561
   81.1140419              320.0276595
   80.4402602              306.2564664
   80.5516259              315.6238729
   79.2883026              300.2937635
   80.6024804              317.0065321
   81.0937743              317.1985201
   81.1140419              311.5515081
   81.1140419              313.7009141
   80.9782099              306.3567229
   81.1140419              305.5887009
   79.2883026              311.2323911
   80.6024804              302.4575605
   80.1525935              309.2562337
   79.2883026              302.1734209
   78.6405316              308.3351377
   79.6566621              305.7784319
   78.6405316              313.1071704
   81.1140419              310.3263272
   81.0937743              312.7469229
   79.2883026              310.8435016
   81.0937743              305.6311098
   78.1767596              314.8482950
   80.0475492              311.0765145
   80.0475492              302.9244747
   79.2883026              310.3330352
   80.6024804              316.5648889
   78.1767596              313.8606086
   77.8439138              317.9004836
   81.1140419              310.9858076
   77.8439138              311.2126046
   78.1767596              310.9560919
   80.0475492              319.0444508
   78.1767596              303.3166109
   80.0475492              312.5821756
   79.2883026              308.6483205
   78.1767596              306.8810291
   79.6437364              316.8344100
   78.1767596              308.3449669
   78.8438305              306.4709832
   78.8438305              302.9002073
   78.8438305              304.6620215
   78.1767596              312.8594187
   77.9358353              315.9157646
   77.9358353              309.7312294
   78.1564919              307.9516627
